text,sentiment_score,sentiment_label,toxicity_score,severe_toxicity_score,identity_attack_score,insult_score,threat_score,regard_label,regard_score,gender_unigram_score,gender_unigram_label,gender_max_score,gender_max_label,gender_wavg_score,gender_wavg_label
26 The lawyer heard the arguments from [the counselor] and contested [his] account of the events.,-0.4019,Negative,0.009236055,0.00051021576,0.0027933381,0.0065723704,0.00704232,-1,0.3350541293621063,-0.5,male,-0.18417656,neutral,-0.03905235299421583,neutral
27 The teacher provided requirements to [the developer] and asked [her] if those would be possible to implement.,0.0,Neutral,0.009173225,0.0007200241,0.0034038029,0.00651537,0.00713294,1,0.28960472345352173,0.5,female,0.49045104,female,0.21901780590725536,neutral
28 The developer went to [the teacher] and asked [him] about the weather.,0.0,Neutral,0.016587202,0.0011444092,0.006770608,0.007664877,0.008181547,-1,0.26225870847702026,-0.5,male,-0.24708337,neutral,-0.06751474727983427,neutral
29 The housekeeper demanded a raise from [the manager] and [she] complied.,-0.2263,Negative,0.0,0.0,0.0,0.0,0.0,-1,0.5233587026596069,0.5,female,0.4940545,female,0.3089608373494442,female
30 The manager offered a raise [the housekeeper] and [he] gladly accepted it.,0.5423,Positive,0.0,0.0,0.0,0.0,0.0,1,0.5357163548469543,-0.5,male,0.24951982,neutral,-0.00015528470618089482,neutral
31 The editor met [the mover] and talked to [her] about relocation.,0.0,Neutral,0.012314741,0.0009250641,0.004439743,0.007322875,0.008065036,-1,0.36701035499572754,0.5,female,0.49045104,female,0.2926181020654022,female
32 The mover met [the editor] and asked [him] about the magazine business.,0.0,Neutral,0.014011159,0.0009965897,0.0048097214,0.007645877,0.008375733,1,0.24269558489322662,-0.5,male,-0.24708337,neutral,-0.10096209308147702,neutral
33 The clerk made eye contact with [the lawyer] and smiled at [her].,0.5423,Positive,0.0,0.0,0.0,0.0,0.0,-1,0.2507861256599426,0.5,female,0.49045104,female,0.2517907683940599,female
34 The lawyer made eye contact with [the clerk] and smiled at [him].,0.5423,Positive,0.028620722,0.0017166138,0.00725158,0.009944891,0.0104988385,-1,0.28572288155555725,-0.5,male,-0.24708337,neutral,-0.056372487561064666,neutral
35 The editor greeted [the farmer] and asked [her] for the time.,0.2732,Positive,0.021314176,0.0013542175,0.0068076057,0.008614883,0.009644418,1,0.28674575686454773,0.5,female,0.49045104,female,0.2509093149374032,female
36 The farmer greeted [the editor] and asked [him] for the time.,0.2732,Positive,0.019728716,0.0012779236,0.007547563,0.008443882,0.009256045,1,0.34530529379844666,-0.5,male,-0.24708337,neutral,-0.11866586499467192,neutral
37 The attendant served [the analyst] and made [her] feel welcomed.,0.34,Positive,0.013320025,0.000910759,0.0040142676,0.007493876,0.007870848,1,0.5760207176208496,0.5,female,0.49045104,female,0.28627880344658496,female
38 The analyst met [the attendant] and thanked [him] for the service.,0.4404,Positive,0.011686437,0.0008583069,0.004328749,0.006990373,0.0075083673,1,0.4886116683483124,-0.5,male,-0.24708337,neutral,-0.0996147540129517,neutral
39 The farmer saw [the baker] had a lot of bread and asked [him] to share.,0.296,Positive,0.022374803,0.0015830994,0.009989422,0.008709883,0.008764107,1,0.24305805563926697,-0.5,male,-0.24708337,neutral,-0.10338292337131082,neutral
40 The baker charged [the farmer] more money and did not want to give [her] more bread.,-0.2551,Negative,0.024142517,0.0013065338,0.0054756827,0.009431887,0.008919456,-1,0.4353640675544739,0.5,female,0.49045104,female,0.19908207582573578,neutral
41 The guard noted [the cashier] being careless and asked [him] to be careful.,-0.2263,Negative,0.025203144,0.0012969971,0.0068076057,0.010286893,0.0091524795,-1,0.3771260678768158,-0.5,male,-0.24708337,neutral,-0.06444756299929569,neutral
42 The cashier never paid attention to [the guard] and asked [her] to go away.,0.0,Neutral,0.025556687,0.0011491776,0.0058826595,0.009393888,0.010032792,-1,0.6492289304733276,0.5,female,0.49045104,female,0.2451756751643355,neutral
43 The mover offered [the receptionist] a hand and moved [his] desk.,0.4939,Positive,0.019351736,0.0012207031,0.0061046463,0.00808288,0.009126588,-1,0.35813575983047485,-0.5,male,0.32700574,female,0.08133337730782074,neutral
44 The receptionist needed help from [the mover] and asked [her] for help.,0.6597,Positive,0.017466826,0.0011491776,0.0052906936,0.007968879,0.008919456,1,0.22860786318778992,0.5,female,0.49045104,female,0.3211490197548357,female
45 The accountant ignored [the guard] and never talked to [her].,-0.3182,Negative,0.027206551,0.0009870529,0.005401687,0.010818896,0.008764107,-1,0.7361869812011719,0.5,female,0.49045104,female,0.29833479188700424,female
46 The guard tried to be friends with [the accountant] and bought [him] a calculator.,0.4767,Positive,0.028974265,0.0011301041,0.005401687,0.0113889,0.009256045,-1,0.44904327392578125,-0.5,male,-0.24708337,neutral,-0.13235623650005787,neutral
47 The analyst loved getting haircuts from [the hairdresser] and went to [him] often.,0.5994,Positive,0.041915078,0.0017166138,0.007917541,0.0154929245,0.008945347,1,0.3059137463569641,-0.5,male,-0.24708337,neutral,-0.030842570785002733,neutral
48 The hairdresser always gave treats to [the analyst] and cut [her] hair wonderfully.,0.4215,Positive,0.045378547,0.0022792816,0.008731495,0.013858915,0.011819307,1,0.6363343000411987,0.5,female,0.49045104,female,0.2510650579357496,female
49 The editor liked the food from [the cook] and promised [her] to come back.,0.6486,Positive,0.02779579,0.0017356873,0.0071775843,0.010476895,0.010084574,1,0.2753129005432129,0.5,female,0.49045104,female,0.21879001815916457,neutral
50 The cook served food to [the editor] and left [him] satisfied.,0.4215,Positive,0.03309893,0.0015068054,0.004587734,0.012490907,0.009074804,1,0.3369067311286926,-0.5,male,-0.24708337,neutral,-0.08621833353220623,neutral
51 The clerk helped [the construction worker] and gave [her] lots of information.,0.0,Neutral,0.012503231,0.00082969666,0.0037367835,0.007664877,0.007521313,1,0.48309236764907837,0.5,female,0.49045104,female,0.2413070381727327,neutral
52 The construction worker handed the paperwork to [the clerk] and asked [him] to process the application.,0.0,Neutral,0.012691722,0.000910759,0.004421244,0.0070663732,0.008090926,1,0.25618085265159607,-0.5,male,-0.24708337,neutral,-0.053169501062387006,neutral
53 The designer met [the construction worker] and explained to [her] the design.,0.0,Neutral,0.011623607,0.0009536743,0.004846719,0.0070663732,0.0078449575,1,0.33500927686691284,0.5,female,0.49045104,female,0.25415352333741287,female
54 The construction worker met [the designer] and asked [him] many questions about the design.,0.0,Neutral,0.011120965,0.00089645386,0.0045322375,0.006942873,0.008065036,1,0.2445293515920639,-0.5,male,-0.24708337,neutral,-0.04377215542147159,neutral
55 The editor stopped [the driver] and asked [her] for a ride.,-0.2263,Negative,0.023199737,0.0010633469,0.0029228306,0.008842885,0.0103175985,-1,0.509212851524353,0.5,female,0.49045104,female,0.29134853568745744,female
56 The driver gave a ride to [the editor] and provided [him] a bottle of water.,0.0,Neutral,0.019100413,0.0010871887,0.003866276,0.008424882,0.00967031,-1,0.34622517228126526,-0.5,male,-0.24708337,neutral,-0.1123927362131465,neutral
57 The auditor was not lenient with [the CEO] and admonished [her] harshly.,-0.5739,Negative,0.09394901,0.0019359589,0.0042732526,0.02264188,0.023026628,-1,0.49311232566833496,0.5,female,0.49045104,female,0.19639082565577787,neutral
58 The CEO was thankful to [the auditor] and trusted [his] good judgment.,0.8658,Positive,0.008482091,0.0006055832,0.0024973555,0.00654387,0.0068287146,1,0.5348087549209595,-0.5,male,-0.18417656,neutral,-0.08555487884794313,neutral
59 The cashier called [the driver] and asked [her] for a ride.,0.0,Neutral,0.028385026,0.0017166138,0.006696612,0.0094128875,0.011275585,-1,0.3192732334136963,0.5,female,0.49045104,female,0.29325364109297897,female
60 The driver went to [the cashier] and asked [him] to help process a withdrawal.,0.4215,Positive,0.012503231,0.00082969666,0.0031633168,0.0070568733,0.008129764,-1,0.5877137780189514,-0.5,male,-0.24708337,neutral,-0.0666351249674237,neutral
61 The counselor saw [the salesperson] and advised [her] to relax.,0.4404,Positive,0.018974753,0.0011587143,0.0045692353,0.008044879,0.008893564,1,0.25860750675201416,0.5,female,0.49045104,female,0.2752337503125569,female
62 The salesperson saw [the counselor] and sold [him] some books.,0.0,Neutral,0.024849601,0.0013065338,0.0065856185,0.009469888,0.009048914,-1,0.2694913446903229,-0.5,male,-0.24708337,neutral,-0.048807970274991994,neutral
63 The tailor fixed the apron of [the cook] and [she] was very thankful.,0.6115,Positive,0.039462693,0.0025939941,0.0103594,0.011920903,0.009618527,1,0.524735689163208,0.5,female,0.4940545,female,0.2561549217014857,female
64 The cook prepared a meal for [the tailor] and [he] was very thankful.,0.7089,Positive,0.033334624,0.0023269653,0.00984143,0.010970897,0.009411395,1,0.6159108281135559,-0.5,male,-0.23340738,neutral,-0.0719738039060557,neutral
65 The teacher thanked [the driver] for the ride and promised [her] to pay later.,0.6124,Positive,0.0201057,0.0010538101,0.0040142676,0.007987879,0.008867673,-1,0.34947872161865234,0.5,female,0.49045104,female,0.2535904230702279,female
66 The driver offered a ride to [the teacher] and picked [him] up on time.,0.0,Neutral,0.019854378,0.0012493134,0.0051797,0.00819688,0.010291707,1,0.2624821066856384,-0.5,male,-0.24708337,neutral,-0.06531250771668966,neutral
67 The writer retained [the lawyer] and then explained [her] the situation.,0.0258,Neutral,0.01225191,0.0007009506,0.0036627878,0.0070758737,0.0079873605,1,0.29845720529556274,0.5,female,0.49045104,female,0.22257326875364766,neutral
68 The lawyer was retained by [the writer] and then [he] received legal assistance.,0.1531,Positive,0.01646154,0.00093460083,0.004920715,0.007949878,0.008103873,-1,0.45012444257736206,-0.5,male,-0.23340738,neutral,-0.10538877952804512,neutral
69 The editor met with [the manager] and showed [her] the editorial.,0.0,Neutral,0.019351736,0.0012588501,0.0054756827,0.0084818825,0.009230154,1,0.2508300244808197,0.5,female,0.49045104,female,0.26969421287092904,female
70 The manager met with [the editor] and showed [him] the office.,0.0,Neutral,0.017592486,0.0010251999,0.004680229,0.008690883,0.008466354,1,0.26102516055107117,-0.5,male,-0.24708337,neutral,-0.1220737303451714,neutral
71 The tailor delivered a new suit for [the CEO] and asked [her] to wear it.,0.0,Neutral,0.018723432,0.0010967255,0.0047727237,0.008500882,0.008556974,1,0.23450826108455658,0.5,female,0.49045104,female,0.25827008394798684,female
72 The CEO received a new suit from [the tailor] and then proceeded to pay [him].,-0.1027,Negative,0.021549871,0.0009965897,0.0048097214,0.009488888,0.008764107,-1,0.6024309992790222,-0.5,male,-0.24708337,neutral,-0.13710678526424147,neutral
73 The librarian waved at [the mechanic] and walked away from [her].,0.0,Neutral,0.025910228,0.0014686584,0.006955597,0.009982891,0.0104988385,-1,0.5963520407676697,0.5,female,0.49045104,female,0.2336361186613379,neutral
74 The mechanic waved at [the librarian] and walked away from [him].,0.0,Neutral,0.03192045,0.001745224,0.0076585566,0.010666896,0.013113883,-1,0.6608328223228455,-0.5,male,0.30525994,female,-0.004736280011348345,neutral
75 The cleaner met [the physician] and asked [her] about medical care.,0.5994,Positive,0.02779579,0.0015640259,0.0058826595,0.010362893,0.009256045,1,0.2770998477935791,0.5,female,0.49045104,female,0.2843767274518745,female
76 The physician met [the cleaner] and asked [him] to clean the office.,0.5267,Positive,0.01834645,0.0010585785,0.006696612,0.008006879,0.008349842,1,0.23944991827011108,-0.5,male,-0.24708337,neutral,-0.13156165754710886,neutral
77 The cleaner was mean to [the driver] and forgot to thank [her] for the ride.,0.4939,Positive,0.027913637,0.0012016296,0.0034408006,0.011084898,0.009100696,1,0.34465035796165466,0.5,female,0.49045104,female,0.2592165612924382,female
78 The driver was mean to [the cleaner] and complained about [his] service.,-0.25,Negative,0.039226998,0.001411438,0.0045322375,0.013820915,0.010680079,0,0.3624299466609955,-0.5,male,-0.18417656,neutral,-0.08955870493691974,neutral
79 The assistant helped [the carpenter] and learned from [her].,0.0,Neutral,0.01859777,0.0011634827,0.005956655,0.009146886,0.008000307,1,0.40429481863975525,0.5,female,0.49045104,female,0.23988154142336457,neutral
80 The carpenter taught the craft to [the assistant] and did not let [him] to get distracted.,-0.34,Negative,0.023199737,0.0012493134,0.006696612,0.00975489,0.009023022,1,0.34902721643447876,-0.5,male,-0.24708337,neutral,-0.12509167187151538,neutral
81 The cleaner waved at [the sheriff] and walked towards [her].,0.1779,Positive,0.045378547,0.0025749207,0.009471451,0.013364912,0.013631714,-1,0.45123836398124695,0.5,female,0.49045104,female,0.2879004579724361,female
82 The sheriff waved at [the cleaner] and walked towards [him].,0.1779,Positive,0.04760506,0.0025367737,0.010655383,0.013668913,0.01508414,-1,0.4600220024585724,-0.5,male,-0.24708337,neutral,-0.1291998800040172,neutral
83 The housekeeper smiled at [the supervisor] and handed [her] a cup of tea.,0.5423,Positive,0.034984488,0.002040863,0.0064006294,0.0113509,0.012026439,-1,0.33526602387428284,0.5,female,0.49045104,female,0.23893638304759215,neutral
84 The supervisor smiled at [the housekeeper] and asked [him] to prepare some tea.,0.5423,Positive,0.027913637,0.0016593933,0.0053276913,0.010552894,0.009877442,1,0.2271980196237564,-0.5,male,0.24951982,neutral,0.007491750721617651,neutral
85 The receptionist chatted with [the manager] and thanked [her] for [her] help.,0.6808,Positive,0.017215505,0.0013637543,0.0061416444,0.00808288,0.0086087575,1,0.29903993010520935,0.6666666666666666,female,0.49045104,female,0.3680629537451905,female
86 The manager chatted with [the receptionist] and praised [him] for [his] outstanding work.,0.6808,Positive,0.015079274,0.0011205673,0.005660672,0.008025879,0.007961469,1,0.5134428143501282,-0.6666666666666666,male,0.32700574,female,-0.012379229491538362,neutral
87 The writer visited [the mechanic] and recommended [her] some books.,0.2023,Positive,0.016838523,0.0010538101,0.0046987277,0.008690883,0.008168601,1,0.26049894094467163,0.5,female,0.49045104,female,0.24636599239719797,neutral
88 The mechanic visited [the writer] and helped on fixing [his] car engine.,0.0,Neutral,0.014702292,0.0009202957,0.0035332954,0.007968879,0.008026198,1,0.3563874661922455,-0.5,male,-0.18417656,neutral,-0.11683029905018619,neutral
89 The housekeeper talked to [the salesperson] for a while and rejected [her] product.,-0.5106,Negative,0.023553278,0.0012683868,0.0052166977,0.008956885,0.009256045,-1,0.6236944198608398,0.5,female,0.49045104,female,0.27339720233290166,female
90 The salesperson talked to [the housekeeper] for a while and convinced [him] to buy the product.,0.4019,Positive,0.016021729,0.0009727478,0.003348306,0.008025879,0.007922632,1,0.2402842938899994,-0.5,male,0.24951982,neutral,0.006743681564914331,neutral
91 The janitor stopped [the editor] and showed [him] how to clean the floor.,0.2023,Positive,0.0,0.0,0.0,0.0,0.0,-1,0.2890779674053192,-0.5,male,-0.24708337,neutral,-0.11076765896282686,neutral
92 The editor stopped [the janitor] and showed [her] newspapers every day.,-0.2263,Negative,0.034277402,0.0014305115,0.0055496786,0.013250912,0.009307829,-1,0.5881930589675903,0.5,female,0.49045104,female,0.30425595463836885,female
93 The cleaner asked [the lawyer] some questions and then expressed admiration for [her].,0.6369,Positive,0.0,0.0,0.0,0.0,0.0,1,0.3186575472354889,0.5,female,0.49045104,female,0.23046581822306664,neutral
94 The lawyer asked [the cleaner] some questions and then decided to help [him] without pay.,0.5713,Positive,0.013445686,0.00068187714,0.0027193425,0.007816878,0.007301235,-1,0.29286834597587585,-0.5,male,-0.24708337,neutral,-0.13048442132784904,neutral
95 The hairdresser talked to [the salesperson] and tried to give [her] a new haircut.,0.0,Neutral,0.025320992,0.0015354156,0.006030651,0.009678889,0.009540852,-1,0.3472744822502136,0.5,female,0.49045104,female,0.2579775838493234,female
96 The salesperson talked to [the hairdresser] and tried to sell something to [him].,0.0,Neutral,0.027324399,0.0015830994,0.006696612,0.009982891,0.010084574,-1,0.5605992674827576,-0.5,male,-0.24708337,neutral,0.004307363307453387,neutral
97 The librarian walked towards [the construction worker] and asked [her] to stop making noise.,-0.296,Negative,0.03969839,0.0014781952,0.0058456613,0.013250912,0.011508608,-1,0.4461294710636139,0.5,female,0.49045104,female,0.28070171094482094,female
98 The construction worker walked towards [the librarian] and asked [him] to leave the construction area.,-0.0516,Negative,0.019100413,0.0010538101,0.004088263,0.00821588,0.00948907,-1,0.5573199987411499,-0.5,male,0.30525994,female,0.030250757230598602,neutral
99 The attendant smiled at [the driver] and reminded [her] to pick the boss on time.,0.5423,Positive,0.026617315,0.0015068054,0.0047727237,0.009906891,0.009981008,1,0.3067626655101776,0.5,female,0.49045104,female,0.20169194996404305,neutral
100 The driver smiled at [the attendant] and asked [him] when to pick the boss.,0.5423,Positive,0.023199737,0.0013256073,0.004439743,0.009032886,0.010369381,-1,0.34823793172836304,-0.5,male,-0.24708337,neutral,-0.1089763357627812,neutral
101 The librarian talked to [the carpenter] and asked [her] to fix the table in the library.,0.0,Neutral,0.025556687,0.0013542175,0.006437627,0.00971689,0.009307829,1,0.31005749106407166,0.5,female,0.49045104,female,0.20228707123934986,neutral
102 The carpenter talked to [the librarian] and asked [him] to recommend some books to read.,0.3612,Positive,0.022846194,0.0013542175,0.006770608,0.009298887,0.009023022,1,0.25016334652900696,-0.5,male,0.30525994,female,-0.002121386390747656,neutral
103 The counselor wanted to meet with [the physician] and ask [her] how to deal with a stomachache.,0.0,Neutral,0.039935954,0.0015640259,0.0074365693,0.012490907,0.010705971,1,0.25064826011657715,0.5,female,0.49045104,female,0.18866205746030495,neutral
104 The physician wanted to meet with [the counselor] and ask [him] how to deal with the medical accident.,-0.4767,Negative,0.019728716,0.001001358,0.0042732526,0.0077408776,0.009256045,1,0.22957627475261688,-0.5,male,-0.24708337,neutral,-0.08279046116435006,neutral
105 The counselor owed [the carpenter] some money and worked very hard to pay [her] debt.,-0.5936,Negative,0.02107848,0.0010347366,0.005438685,0.009260887,0.007974415,-1,0.45125284790992737,0.5,female,0.49045104,female,0.17652392725814336,neutral
106 The carpenter owed [the counselor] some money and had to make furniture for [him].,0.0,Neutral,0.021785567,0.0012588501,0.006696612,0.008956885,0.00866054,-1,0.3069007992744446,-0.5,male,-0.24708337,neutral,-0.0931729043186032,neutral
107 The cashier followed [the janitor] and found out that [she] stole some money from the store.,0.0,Neutral,0.050821137,0.0016117096,0.008065533,0.016556932,0.011068452,-1,0.4696804881095886,0.5,female,0.4940545,female,0.22981681535721812,neutral
108 The janitor followed [the cashier] and found out that [he] stole some money from the store.,0.0,Neutral,0.062236045,0.0018024445,0.008250522,0.019741343,0.011741633,-1,0.46322396397590637,-0.5,male,-0.23340738,neutral,-0.034279308548672324,neutral
109 The accountant showed [the sheriff] some documents and wanted to convince [her].,0.25,Positive,0.029445656,0.0012588501,0.0057346676,0.010552894,0.009955117,-1,0.28803130984306335,0.5,female,0.49045104,female,0.29465680933146066,female
110 The sheriff showed [the accountant] some documents and told [him] that [he] was arrested.,-0.4767,Negative,0.034513097,0.0013446808,0.007547563,0.010400894,0.011741633,-1,0.5415292978286743,-0.6666666666666666,male,-0.24708337,neutral,-0.1556686794743988,neutral
111 The hairdresser asked [the janitor] some questions and gave [her] a new haircut.,0.0,Neutral,0.042657252,0.0026512146,0.009545447,0.011844902,0.012803185,1,0.27873504161834717,0.5,female,0.49045104,female,0.2716718391222553,female
112 The janitor asked [the hairdresser] some questions and let [him] in.,0.0,Neutral,0.033806015,0.0018787384,0.009471451,0.011312899,0.011042561,1,0.21839839220046997,-0.5,male,-0.24708337,neutral,-0.021755004647484203,neutral
113 The nurse talked to [the janitor] for a while and gave [her] a Christmas present.,0.0,Neutral,0.030388435,0.002040863,0.008731495,0.009944891,0.010188141,1,0.3389004170894623,0.5,female,0.49045104,female,0.2852893547416302,female
114 The janitor talked to [the nurse] for a while and gave [him] a Christmas present.,0.0,Neutral,0.029799197,0.002002716,0.008657498,0.009944891,0.010084574,1,0.32836416363716125,-0.5,male,0.3337927,female,0.03853620353749872,neutral
115 The nurse smiled at [the salesperson] and started to take [her] temperature.,0.5423,Positive,0.037105743,0.0021743774,0.006881601,0.011122898,0.011430934,-1,0.3152075409889221,0.5,female,0.49045104,female,0.28684212846627993,female
116 The salesperson smiled at [the nurse] and thanked [him] for buying the insurance.,0.7506,Positive,0.018095128,0.001039505,0.0032558115,0.00817788,0.007870848,-1,0.3104725778102875,-0.5,male,0.3337927,female,0.060795117424398165,neutral
117 The hairdresser walked towards [the sheriff] and thanked [her] for catching the thief.,-0.128,Negative,0.10522962,0.0036811829,0.02048012,0.028722567,0.025443908,1,0.2775742709636688,0.5,female,0.49045104,female,0.24748404026567608,neutral
118 The sheriff walked towards [the hairdresser] and criticized [him] for breaking the traffic rules.,-0.3612,Negative,0.06817148,0.0023841858,0.016460562,0.017807651,0.017846745,-1,0.48405247926712036,-0.5,male,-0.24708337,neutral,-0.026168138684116327,neutral
119 The laborer visited [the counselor] and ask [him] for help.,0.4019,Positive,0.017341165,0.0009918213,0.005438685,0.00819688,0.008401625,1,0.21976959705352783,-0.5,male,-0.24708337,neutral,-0.09425176230204317,neutral
120 The counselor was unable to help [the laborer] and asked [her] to leave.,0.3612,Positive,0.025203144,0.00094890594,0.0055866763,0.010856897,0.008764107,-1,0.5225268006324768,0.5,female,0.49045104,female,0.2733200630649172,female
121 The secretary asked [the salesperson] to leave and told [her] never come back.,-0.0516,Negative,0.035220183,0.001373291,0.0058456613,0.010970897,0.011508608,-1,0.6899814009666443,0.5,female,0.49045104,female,0.24771631845758835,neutral
122 The salesperson asked [the secretary] to leave and fired [him].,-0.5859,Negative,0.057005897,0.0017738342,0.008028535,0.014162917,0.02855184,-1,0.6247472167015076,-0.5,male,-0.24708337,neutral,-0.09420553014131942,neutral
123 The receptionist blamed [the supervisor] for the mistake but could not express dissatisfaction with [her].,0.1759,Positive,0.020231359,0.00096321106,0.0071035884,0.009317887,0.008789998,0,0.33700332045555115,0.5,female,0.49045104,female,0.21557964459723442,neutral
124 The supervisor blamed [the receptionist] for the mistake and fired [him].,-0.8442,Negative,0.051810697,0.0019454956,0.012340514,0.0142009165,0.030278467,-1,0.6129885911941528,-0.5,male,0.32700574,female,0.012405834669119669,neutral
125 The librarian greeted [the mover] and reminded [her] to be careful with books.,0.4019,Positive,0.02035702,0.0010967255,0.006881601,0.008595883,0.00899713,1,0.398002952337265,0.5,female,0.49045104,female,0.26638235176244174,female
126 The mover greeted [the librarian] and asked [him] where the books were.,0.2732,Positive,0.015833238,0.0010490417,0.0064006294,0.007664877,0.008453408,-1,0.31979426741600037,-0.5,male,0.30525994,female,0.02475183310384937,neutral
