lemma,total_count,n_wordforms,wordforms_top5,H,D
besuchen,3,2,besucht:2; besuchen:1,0.6365141682928128,1.79999999999676
betrachten,4,2,betrachten:2; betrachtet:2,0.6931471805579453,1.999999999996
bevor,4,1,bevor:4,-1.000088900581841e-12,0.9999999999989999
bewerten,4,2,bewerten:3; bewerteten:1,0.5623351446168083,1.5999999999974401
bezeichnung,3,2,bezeichnung:2; bezeichnungen:1,0.6365141682928128,1.79999999999676
beziehen,3,2,bezieht:2; beziehen:1,0.6365141682928128,1.79999999999676
bieten,4,2,bietet:3; bieten:1,0.5623351446168083,1.5999999999974401
billig,3,3,billig:1; billige:1; billiger:1,1.0986122886651097,2.9999999999910005
bis,12,2,bis:11; bisen:1,0.2868359830541607,1.180327868851066
bishop,3,1,bishop:3,-1.000088900581841e-12,0.9999999999989999
bleiben,7,3,bleiben:3; bleibt:2; blieben:2,1.0789922078745835,2.8823529411681634
blood,4,1,blood:4,-1.000088900581841e-12,0.9999999999989999
boot,3,1,boot:3,-1.000088900581841e-12,0.9999999999989999
brauchen,6,4,brauchte:3; gebraucht:1; brauche:1; brauchen:1,1.2424533248900003,2.999999999991
buch,7,3,buch:5; bücher:1; buches:1,0.796311640170813,1.814814814811521
c,6,1,c:6,-1.000088900581841e-12,0.9999999999989999
captain,5,1,captain:5,-1.000088900581841e-12,0.9999999999989999
chief,4,1,chief:4,-1.000088900581841e-12,0.9999999999989999
chinesisch,3,2,chinesische:2; chinesischer:1,0.6365141682928128,1.79999999999676
cia,6,1,cia:6,-1.000088900581841e-12,0.9999999999989999
city,3,1,city:3,-1.000088900581841e-12,0.9999999999989999
da,8,1,da:8,-1.000088900581841e-12,0.9999999999989999
damals,3,1,damals:3,-1.000088900581841e-12,0.9999999999989999
damit,3,1,damit:3,-1.000088900581841e-12,0.9999999999989999
dann,14,1,dann:14,-1.000088900581841e-12,0.9999999999989999
daran,6,1,daran:6,-1.000088900581841e-12,0.9999999999989999
darauf,8,1,darauf:8,-1.000088900581841e-12,0.9999999999989999
darüber,5,1,darüber:5,-1.000088900581841e-12,0.9999999999989999
dass,69,1,dass:69,-1.000088900581841e-12,0.9999999999989999
davon,4,1,davon:4,-1.000088900581841e-12,0.9999999999989999
dazu,3,1,dazu:3,-1.000088900581841e-12,0.9999999999989999
daß,5,2,daß:3; dass:2,0.6730116670072565,1.923076923073225
denken,14,4,denke:6; denken:5; dachte:2; gedacht:1,1.1973401339927785,2.969696969688151
der,816,9,die:304; der:207; das:101; den:87; des:53,1.640282119732952,4.197753148978104
dieser,68,6,diese:23; dieser:17; dies:11; diesem:8; diesen:7,1.5974335940810782,4.378787878768704
direkt,3,1,direkt:3,-1.000088900581841e-12,0.9999999999989999
don,3,1,don:3,-1.000088900581841e-12,0.9999999999989999
dort,4,1,dort:4,-1.000088900581841e-12,0.9999999999989999
dorthin,3,1,dorthin:3,-1.000088900581841e-12,0.9999999999989999
drei,10,1,drei:10,-1.000088900581841e-12,0.9999999999989999
druckanzüge,3,1,druckanzüge:3,-1.000088900581841e-12,0.9999999999989999
du,3,1,du:3,-1.000088900581841e-12,0.9999999999989999
durch,19,1,durch:19,-1.000088900581841e-12,0.9999999999989999
durchschnittlich,3,1,durchschnittlichen:3,-1.000088900581841e-12,0.9999999999989999
e,3,1,e:3,-1.000088900581841e-12,0.9999999999989999
ebenso,3,1,ebenso:3,-1.000088900581841e-12,0.9999999999989999
eigen,5,2,eigenen:3; eigene:2,0.6730116670072565,1.923076923073225
eigentum,3,1,eigentum:3,-1.000088900581841e-12,0.9999999999989999
ein,198,6,eine:74; ein:51; einem:26; einer:21; einen:19,1.5648573488988933,4.082049146172424
einer,11,4,eines:5; einen:3; einer:2; eine:1,1.240684291949396,3.102564102554477
einfach,7,4,einfach:4; einfachem:1; einfachen:1; einfache:1,1.1537419426970903,2.5789473684144015
einheit,4,2,einheit:2; einheiten:2,0.6931471805579453,1.999999999996
einige,3,1,einige:3,-1.000088900581841e-12,0.9999999999989999
einiger,9,2,einige:8; einiger:1,0.3488320958410319,1.2461538461522932
einmal,5,1,einmal:5,-1.000088900581841e-12,0.9999999999989999
einzig,6,2,einzige:4; einzigen:2,0.6365141682928128,1.79999999999676
el,4,1,el:4,-1.000088900581841e-12,0.9999999999989999
eltern,5,1,eltern:5,-1.000088900581841e-12,0.9999999999989999
ende,3,1,ende:3,-1.000088900581841e-12,0.9999999999989999
endlos,4,1,endlose:4,-1.000088900581841e-12,0.9999999999989999
englisch,4,2,englisch:3; englischen:1,0.5623351446168083,1.5999999999974401
enthalten,3,2,enthält:2; enthielt:1,0.6365141682928128,1.79999999999676
er,61,1,er:61,-1.000088900581841e-12,0.9999999999989999
erfinden,3,2,erfunden:2; erfindet:1,0.6365141682928128,1.79999999999676
erforderlich,3,1,erforderlich:3,-1.000088900581841e-12,0.9999999999989999
erhalten,6,3,erhalten:4; erhält:1; erhielt:1,0.8675632284784613,1.999999999996
erhöhen,3,2,erhöht:2; erhöhen:1,0.6365141682928128,1.79999999999676
erinnern,4,2,erinnern:3; erinnere:1,0.5623351446168083,1.5999999999974401
erster,8,4,erste:3; ersten:3; erstes:1; erster:1,1.2554823251747536,3.1999999999897604
es,118,2,es:117; s:1,0.048868095893008265,1.0170927684430855
ethnisch,3,2,ethnischer:2; ethnische:1,0.6365141682928128,1.79999999999676
etwa,3,1,etwa:3,-1.000088900581841e-12,0.9999999999989999
etwas,12,1,etwas:12,-1.000088900581841e-12,0.9999999999989999
evakuierung,4,1,evakuierung:4,-1.000088900581841e-12,0.9999999999989999
fall,6,1,fall:6,-1.000088900581841e-12,0.9999999999989999
falsch,3,2,falsche:2; falsch:1,0.6365141682928128,1.79999999999676
fast,4,1,fast:4,-1.000088900581841e-12,0.9999999999989999
fbi,3,1,fbi:3,-1.000088900581841e-12,0.9999999999989999
fehlen,3,2,fehlt:2; fehlen:1,0.6365141682928128,1.79999999999676
feststellen,3,3,festzustellen:1; feststellte:1; festgestellt:1,1.0986122886651097,2.9999999999910005
film,3,3,filme:1; film:1; filmen:1,1.0986122886651097,2.9999999999910005
finden,9,4,finden:5; finde:2; fand:1; findet:1,1.1490596969666202,2.612903225799624
fliegen,7,2,fliegen:5; fliegt:2,0.5982695885832573,1.6896551724109383
flugzeug,5,3,flugzeug:2; flugzeuge:2; flugzeugen:1,1.0549201679831441,2.777777777770061
folgend,3,2,folgenden:2; folgende:1,0.6365141682928128,1.79999999999676
for,3,1,for:3,-1.000088900581841e-12,0.9999999999989999
force,3,1,force:3,-1.000088900581841e-12,0.9999999999989999
formal,4,2,formalere:2; formal:2,0.6931471805579453,1.999999999996
frage,3,2,frage:2; fragen:1,0.6365141682928128,1.79999999999676
frau,4,2,frau:3; frauen:1,0.5623351446168083,1.5999999999974401
funktion,3,2,funktionen:2; funktion:1,0.6365141682928128,1.79999999999676
fördern,3,2,fördert:2; fördern:1,0.6365141682928128,1.79999999999676
für,84,1,für:84,-1.000088900581841e-12,0.9999999999989999
ganz,10,3,ganze:5; ganz:4; ganzen:1,0.9433483923260392,2.380952380946712
geben,26,5,gibt:16; gab:5; geben:3; gebe:1; gegeben:1,1.1156178463237387,2.315068493145325
gebrauch,3,1,gebrauch:3,-1.000088900581841e-12,0.9999999999989999
gebären,3,1,geboren:3,-1.000088900581841e-12,0.9999999999989999
gehen,23,5,gehen:8; geht:7; ging:4; gegangen:3; gingen:1,1.4355847512585074,3.8057553956689696
genau,3,1,genau:3,-1.000088900581841e-12,0.9999999999989999
gerade,5,1,gerade:5,-1.000088900581841e-12,0.9999999999989999
geschichte,5,1,geschichte:5,-1.000088900581841e-12,0.9999999999989999
geschützer,3,2,geschützers:2; geschützer:1,0.6365141682928128,1.79999999999676
gesetz,4,2,gesetz:3; gesetzen:1,0.5623351446168083,1.5999999999974401
gewinn,3,2,gewinn:2; gewinne:1,0.6365141682928128,1.79999999999676
gleich,11,4,gleichen:4; gleiche:3; gleichem:2; gleich:2,1.3421131789104002,3.6666666666532226
grammatik,3,1,grammatik:3,-1.000088900581841e-12,0.9999999999989999
groß,17,7,großen:5; große:5; großer:2; groß:2; großes:1,1.7233917060150525,4.7377049180103405
gut,20,5,gut:12; besten:4; guten:2; gute:1; besser:1,1.1582146933962179,2.409638554211061
h,4,1,h:4,-1.000088900581841e-12,0.9999999999989999
haben,82,6,hat:31; haben:20; hatte:12; habe:10; hatten:8,1.5305178829783201,4.026347305373011
halten,5,3,hielt:2; gehalten:2; halten:1,1.0549201679831441,2.777777777770061
hand,5,2,hände:3; hand:2,0.6730116670072565,1.923076923073225
haus,8,2,haus:6; häuser:2,0.5623351446168083,1.5999999999974401
hause,6,1,hause:6,-1.000088900581841e-12,0.9999999999989999
heißen,6,1,heißt:6,-1.000088900581841e-12,0.9999999999989999
helfen,6,2,helfen:4; geholfen:2,0.6365141682928128,1.79999999999676
herr,4,2,herr:3; herrn:1,0.5623351446168083,1.5999999999974401
heute,7,1,heute:7,-1.000088900581841e-12,0.9999999999989999
hier,7,1,hier:7,-1.000088900581841e-12,0.9999999999989999
high,4,1,high:4,-1.000088900581841e-12,0.9999999999989999
hilfe,4,1,hilfe:4,-1.000088900581841e-12,0.9999999999989999
hinaus,4,1,hinaus:4,-1.000088900581841e-12,0.9999999999989999
hitze,3,1,hitze:3,-1.000088900581841e-12,0.9999999999989999
hoch,4,2,hohen:2; höheren:2,0.6931471805579453,1.999999999996
hoffen,3,2,hoffe:2; hoffen:1,0.6365141682928128,1.79999999999676
hundert,4,2,hunderte:2; hundert:2,0.6931471805579453,1.999999999996
höhe,3,1,höhe:3,-1.000088900581841e-12,0.9999999999989999
i,18,1,i:18,-1.000088900581841e-12,0.9999999999989999
ich,97,1,ich:97,-1.000088900581841e-12,0.9999999999989999
idee,4,1,idee:4,-1.000088900581841e-12,0.9999999999989999
ihm,3,1,ihm:3,-1.000088900581841e-12,0.9999999999989999
ihn,7,1,ihn:7,-1.000088900581841e-12,0.9999999999989999
ihnen,16,1,ihnen:16,-1.000088900581841e-12,0.9999999999989999
ihr,61,5,ihre:27; ihr:12; ihrer:12; ihren:8; ihrem:2,1.3789528531586805,3.4294930875458425
immer,11,1,immer:11,-1.000088900581841e-12,0.9999999999989999
in,199,3,in:165; im:31; ins:3,0.5082272197032026,1.4045398120214354
indem,3,1,indem:3,-1.000088900581841e-12,0.9999999999989999
indiana,3,1,indiana:3,-1.000088900581841e-12,0.9999999999989999
indianapolis,3,1,indianapolis:3,-1.000088900581841e-12,0.9999999999989999
information,6,2,informationen:5; information:1,0.4505612088643047,1.3846153846134672
informieren,3,2,informieren:2; informiert:1,0.6365141682928128,1.79999999999676
insbesondere,3,1,insbesondere:3,-1.000088900581841e-12,0.9999999999989999
insel,3,2,insel:2; inseln:1,0.6365141682928128,1.79999999999676
intelligence,3,1,intelligence:3,-1.000088900581841e-12,0.9999999999989999
interessant,4,3,interessantes:2; interessant:1; interessanten:1,1.039720770836918,2.6666666666595558
irgendein,3,2,irgendeinem:2; irgendeine:1,0.6365141682928128,1.79999999999676
irgendwelcher,3,2,irgendwelche:2; irgendwelchen:1,0.6365141682928128,1.79999999999676
irt,3,1,irt:3,-1.000088900581841e-12,0.9999999999989999
it,4,1,it:4,-1.000088900581841e-12,0.9999999999989999
ja,9,1,ja:9,-1.000088900581841e-12,0.9999999999989999
jahr,20,4,jahren:7; jahr:6; jahre:6; jahres:1,1.2396080398437985,3.2786885245794144
jahrhundert,6,2,jahrhundert:4; jahrhunderts:2,0.6365141682928128,1.79999999999676
jeder,9,4,jedes:3; jeden:3; jedem:2; jeder:1,1.310783678095714,3.5217391304223806
jedoch,4,1,jedoch:4,-1.000088900581841e-12,0.9999999999989999
jemand,3,2,jemanden:2; jemand:1,0.6365141682928128,1.79999999999676
jetzt,8,1,jetzt:8,-1.000088900581841e-12,0.9999999999989999
juli,4,1,juli:4,-1.000088900581841e-12,0.9999999999989999
julian,7,1,julian:7,-1.000088900581841e-12,0.9999999999989999
jung,3,2,jungen:2; junges:1,0.6365141682928128,1.79999999999676
juni,4,1,juni:4,-1.000088900581841e-12,0.9999999999989999
just,3,1,just:3,-1.000088900581841e-12,0.9999999999989999
kaiser,3,1,kaiser:3,-1.000088900581841e-12,0.9999999999989999
kaufen,3,1,kaufen:3,-1.000088900581841e-12,0.9999999999989999
kein,19,3,keine:15; kein:3; keinen:1,0.6330395116614678,1.5361702127635977
kind,15,2,kinder:10; kind:5,0.6365141682928128,1.79999999999676
kirche,3,2,kirchen:2; kirche:1,0.6365141682928128,1.79999999999676
klein,7,5,kleine:2; kleineres:2; kleinen:1; kleines:1; kleinere:1,1.5498260458732018,4.454545454525612
know,3,1,know:3,-1.000088900581841e-12,0.9999999999989999
kommen,14,4,kam:6; kommen:5; gekommen:2; kamen:1,1.1973401339927785,2.969696969688151
kopf,4,1,kopf:4,-1.000088900581841e-12,0.9999999999989999
kraft,3,2,kraft:2; kräfte:1,0.6365141682928128,1.79999999999676
ksm,6,1,ksm:6,-1.000088900581841e-12,0.9999999999989999
kurz,6,3,kurz:3; kurzem:2; kürzer:1,1.0114042647043517,2.571428571421959
können,29,6,kann:11; können:10; könnte:4; konnte:2; konnten:1,1.4247382183831643,3.4609053497822613
kühl,5,3,kühlen:2; kühl:2; kühle:1,1.0549201679831441,2.777777777770061
lachen,3,2,lachen:2; lachte:1,0.6365141682928128,1.79999999999676
ladin,3,1,ladin:3,-1.000088900581841e-12,0.9999999999989999
land,3,1,land:3,-1.000088900581841e-12,0.9999999999989999
lang,4,3,lang:2; längere:1; langen:1,1.039720770836918,2.6666666666595558
langfristig,4,2,langfristig:2; langfristige:2,0.6931471805579453,1.999999999996
lassen,7,1,lassen:7,-1.000088900581841e-12,0.9999999999989999
leben,13,5,leben:6; lebten:4; lebe:1; lebt:1; lebens:1,1.3114313374682374,3.0727272727178314
legen,4,3,legen:2; gelegt:1; legte:1,1.039720770836918,2.6666666666595558
leisten,4,3,leisteten:2; leisten:1; geleistet:1,1.039720770836918,2.6666666666595558
lernen,3,2,lernt:2; lernen:1,0.6365141682928128,1.79999999999676
lesen,3,1,gelesen:3,-1.000088900581841e-12,0.9999999999989999
leser,4,1,leser:4,-1.000088900581841e-12,0.9999999999989999
liegen,4,3,liegen:2; liegt:1; lag:1,1.039720770836918,2.6666666666595558
literatur,3,1,literatur:3,-1.000088900581841e-12,0.9999999999989999
ll,3,1,ll:3,-1.000088900581841e-12,0.9999999999989999
lord,7,1,lord:7,-1.000088900581841e-12,0.9999999999989999
machen,14,6,machen:5; gemacht:4; macht:2; machst:1; machte:1,1.569152946197119,4.08333333331666
mail,3,1,mail:3,-1.000088900581841e-12,0.9999999999989999
mal,4,1,mal:4,-1.000088900581841e-12,0.9999999999989999
man,13,1,man:13,-1.000088900581841e-12,0.9999999999989999
mann,4,2,mann:3; männer:1,0.5623351446168083,1.5999999999974401
mean,3,1,mean:3,-1.000088900581841e-12,0.9999999999989999
medizinisch,3,2,medizinischen:2; medizinische:1,0.6365141682928128,1.79999999999676
mehr,8,1,mehr:8,-1.000088900581841e-12,0.9999999999989999
mehrere,4,3,mehrere:2; mehreren:1; mehrerer:1,1.039720770836918,2.6666666666595558
mein,14,6,mein:5; meiner:4; meine:2; meinem:1; meinen:1,1.569152946197119,4.083333333316659
mensch,6,1,menschen:6,-1.000088900581841e-12,0.9999999999989999
merkmal,3,2,merkmale:2; merkmal:1,0.6365141682928128,1.79999999999676
mich,7,1,mich:7,-1.000088900581841e-12,0.9999999999989999
militärisch,3,1,militärische:3,-1.000088900581841e-12,0.9999999999989999
mindestens,3,1,mindestens:3,-1.000088900581841e-12,0.9999999999989999
mir,12,1,mir:12,-1.000088900581841e-12,0.9999999999989999
missouri,3,1,missouri:3,-1.000088900581841e-12,0.9999999999989999
mit,51,1,mit:51,-1.000088900581841e-12,0.9999999999989999
mitglied,3,2,mitglied:2; mitglieds:1,0.6365141682928128,1.79999999999676
modern,4,2,moderne:2; modernen:2,0.6931471805579453,1.999999999996
monat,4,3,monate:2; monat:1; monaten:1,1.039720770836918,2.6666666666595558
more,3,1,more:3,-1.000088900581841e-12,0.9999999999989999
muss,6,1,muss:6,-1.000088900581841e-12,0.9999999999989999
möchten,5,2,möchte:4; möchten:1,0.5004024235361879,1.4705882352919548
mögen,3,2,mag:2; mögen:1,0.6365141682928128,1.79999999999676
möglichkeit,4,1,möglichkeit:4,-1.000088900581841e-12,0.9999999999989999
münze,3,1,münzen:3,-1.000088900581841e-12,0.9999999999989999
müssen,8,1,müssen:8,-1.000088900581841e-12,0.9999999999989999
nach,24,1,nach:24,-1.000088900581841e-12,0.9999999999989999
nachbar,3,1,nachbarn:3,-1.000088900581841e-12,0.9999999999989999
nachdem,4,1,nachdem:4,-1.000088900581841e-12,0.9999999999989999
nah,3,2,nahe:2; näher:1,0.6365141682928128,1.79999999999676
name,9,2,name:5; namen:4,0.6869615765953234,1.9756097560936579
namens,3,1,namens:3,-1.000088900581841e-12,0.9999999999989999
national,3,2,nationale:2; national:1,0.6365141682928128,1.79999999999676
natürlich,11,3,natürlich:9; natürlichen:1; natürliche:1,0.6001660731566456,1.4578313252990796
neben,7,1,neben:7,-1.000088900581841e-12,0.9999999999989999
nehmen,9,4,nehmen:4; nehme:3; nahm:1; genommen:1,1.2148896539451204,2.9999999999910005
nennen,4,3,nannten:2; genannt:1; nennen:1,1.039720770836918,2.6666666666595558
neu,16,4,neuen:6; neue:4; neues:4; neu:2,1.320888343145322,3.555555555542914
new,5,1,new:5,-1.000088900581841e-12,0.9999999999989999
nicht,66,1,nicht:66,-1.000088900581841e-12,0.9999999999989999
nichts,7,1,nichts:7,-1.000088900581841e-12,0.9999999999989999
noch,13,1,noch:13,-1.000088900581841e-12,0.9999999999989999
nun,11,1,nun:11,-1.000088900581841e-12,0.9999999999989999
nur,17,1,nur:17,-1.000088900581841e-12,0.9999999999989999
nutzen,8,4,nutzen:5; nutzt:1; nutzte:1; nutzten:1,1.0735428464045231,2.2857142857090613
nützlich,3,2,nützliches:2; nützlich:1,0.6365141682928128,1.79999999999676
o,3,1,o:3,-1.000088900581841e-12,0.9999999999989999
ob,5,1,ob:5,-1.000088900581841e-12,0.9999999999989999
obwohl,7,1,obwohl:7,-1.000088900581841e-12,0.9999999999989999
oder,44,1,oder:44,-1.000088900581841e-12,0.9999999999989999
of,5,1,of:5,-1.000088900581841e-12,0.9999999999989999
offenbaren,3,1,offenbart:3,-1.000088900581841e-12,0.9999999999989999
offizier,4,2,offiziere:2; offizier:2,0.6931471805579453,1.999999999996
oft,4,1,oft:4,-1.000088900581841e-12,0.9999999999989999
ogle,6,1,ogle:6,-1.000088900581841e-12,0.9999999999989999
oh,3,1,oh:3,-1.000088900581841e-12,0.9999999999989999
oil,4,1,oil:4,-1.000088900581841e-12,0.9999999999989999
oktober,4,1,oktober:4,-1.000088900581841e-12,0.9999999999989999
ort,3,1,ort:3,-1.000088900581841e-12,0.9999999999989999
paar,3,1,paar:3,-1.000088900581841e-12,0.9999999999989999
passieren,3,2,passieren:2; passiert:1,0.6365141682928128,1.79999999999676
pause,3,1,pause:3,-1.000088900581841e-12,0.9999999999989999
pitt,3,1,pitt:3,-1.000088900581841e-12,0.9999999999989999
plan,3,1,plan:3,-1.000088900581841e-12,0.9999999999989999
position,3,1,position:3,-1.000088900581841e-12,0.9999999999989999
problem,5,2,problem:4; probleme:1,0.5004024235361879,1.4705882352919548
programm,5,2,programme:3; programm:2,0.6730116670072565,1.923076923073225
punkt,5,1,punkt:5,-1.000088900581841e-12,0.9999999999989999
qaida,5,1,qaida:5,-1.000088900581841e-12,0.9999999999989999
r,6,1,r:6,-1.000088900581841e-12,0.9999999999989999
rechts,3,1,rechts:3,-1.000088900581841e-12,0.9999999999989999
reihe,3,2,reihen:2; reihe:1,0.6365141682928128,1.79999999999676
report,4,2,reports:2; report:2,0.6931471805579453,1.999999999996
richtig,5,3,richtig:3; richtige:1; richtigen:1,0.9502705392302345,2.2727272727221073
s,3,1,s:3,-1.000088900581841e-12,0.9999999999989999
sagen,23,4,sagen:13; sagte:7; gesagt:2; sagt:1,1.0332330397726688,2.3721973094114133
sammlung,6,1,sammlung:6,-1.000088900581841e-12,0.9999999999989999
scheinen,3,2,scheint:2; schien:1,0.6365141682928128,1.79999999999676
schiff,3,3,schiffen:1; schiff:1; schiffe:1,1.0986122886651097,2.9999999999910005
schließlich,4,1,schließlich:4,-1.000088900581841e-12,0.9999999999989999
schlussfolgerung,3,2,schlussfolgerung:2; schlussfolgerungen:1,0.6365141682928128,1.79999999999676
schnell,3,2,schnell:2; schnellen:1,0.6365141682928128,1.79999999999676
schon,3,1,schon:3,-1.000088900581841e-12,0.9999999999989999
schreiben,3,1,schreiben:3,-1.000088900581841e-12,0.9999999999989999
schusswaffen,3,1,schusswaffen:3,-1.000088900581841e-12,0.9999999999989999
schwester,4,2,schwester:3; schwestern:1,0.5623351446168083,1.5999999999974401
schwierig,4,1,schwierig:4,-1.000088900581841e-12,0.9999999999989999
schön,5,4,schönes:2; schöne:1; schön:1; schönen:1,1.3321790402061222,3.5714285714158165
sehen,7,3,siehe:4; sehe:2; sehen:1,0.9556998911095343,2.333333333327889
sehr,9,1,sehr:9,-1.000088900581841e-12,0.9999999999989999
sein,250,15,ist:87; war:62; sein:29; sind:24; bin:10,1.9222530161368094,4.758641693292416
seit,5,1,seit:5,-1.000088900581841e-12,0.9999999999989999
seite,6,2,seite:4; seiten:2,0.6365141682928128,1.79999999999676
selbst,5,1,selbst:5,-1.000088900581841e-12,0.9999999999989999
sept,4,1,sept:4,-1.000088900581841e-12,0.9999999999989999
show,3,2,show:2; shows:1,0.6365141682928128,1.79999999999676
sich,61,5,sich:50; mich:7; uns:2; einander:1; mir:1,0.6582703284975837,1.4563600782757653
sicher,3,2,sichere:2; sicher:1,0.6365141682928128,1.79999999999676
sicherstellen,5,2,sicherstellen:3; sicherzustellen:2,0.6730116670072565,1.923076923073225
sie,141,1,sie:141,-1.000088900581841e-12,0.9999999999989999
so,29,1,so:29,-1.000088900581841e-12,0.9999999999989999
solcher,4,1,solche:4,-1.000088900581841e-12,0.9999999999989999
sollen,14,3,sollte:8; sollten:5; sollen:1,0.8760057656401736,2.177777777773035
sowie,3,1,sowie:3,-1.000088900581841e-12,0.9999999999989999
sowohl,3,1,sowohl:3,-1.000088900581841e-12,0.9999999999989999
spanisch,4,2,spanischen:3; spanisches:1,0.5623351446168083,1.5999999999974401
spend,3,1,spende:3,-1.000088900581841e-12,0.9999999999989999
sprache,3,2,sprache:2; sprachen:1,0.6365141682928128,1.79999999999676
sprechen,3,2,sprechen:2; gesprochen:1,0.6365141682928128,1.79999999999676
spät,7,2,später:5; späteren:2,0.5982695885832573,1.6896551724109383
staat,7,2,staaten:5; staat:2,0.5982695885832573,1.6896551724109383
stadt,10,1,stadt:10,-1.000088900581841e-12,0.9999999999989999
stehen,7,3,stand:4; steht:2; stehen:1,0.9556998911095343,2.333333333327889
stellen,4,2,stellte:2; gestellt:2,0.6931471805579453,1.999999999996
student,3,2,studenten:2; students:1,0.6365141682928128,1.79999999999676
system,3,2,systems:2; system:1,0.6365141682928128,1.79999999999676
sänger,3,1,sänger:3,-1.000088900581841e-12,0.9999999999989999
t,6,1,t:6,-1.000088900581841e-12,0.9999999999989999
tag,7,3,tag:4; tage:2; tagen:1,0.9556998911095345,2.333333333327889
tatsächlich,7,1,tatsächlich:7,-1.000088900581841e-12,0.9999999999989999
teil,4,1,teil:4,-1.000088900581841e-12,0.9999999999989999
teilnehmen,4,3,teilzunehmen:2; teilnahmen:1; teilnehmen:1,1.039720770836918,2.6666666666595558
than,3,1,than:3,-1.000088900581841e-12,0.9999999999989999
that,5,1,that:5,-1.000088900581841e-12,0.9999999999989999
the,3,1,the:3,-1.000088900581841e-12,0.9999999999989999
thema,4,1,thema:4,-1.000088900581841e-12,0.9999999999989999
tier,4,1,tiere:4,-1.000088900581841e-12,0.9999999999989999
time,3,1,time:3,-1.000088900581841e-12,0.9999999999989999
to,3,1,to:3,-1.000088900581841e-12,0.9999999999989999
tradition,3,1,tradition:3,-1.000088900581841e-12,0.9999999999989999
tragen,4,3,trug:2; trägt:1; trugen:1,1.039720770836918,2.6666666666595558
treffen,3,2,getroffen:2; treffen:1,0.6365141682928128,1.79999999999676
treiben,3,2,trieb:2; treibt:1,0.6365141682928128,1.79999999999676
tun,7,3,getan:3; tun:3; tut:1,1.0042424730510766,2.578947368414402
tx,3,1,tx:3,-1.000088900581841e-12,0.9999999999989999
töten,4,2,getötet:3; tötete:1,0.5623351446168083,1.5999999999974401
uh,35,1,uh:35,-1.000088900581841e-12,0.9999999999989999
um,52,1,um:52,-1.000088900581841e-12,0.9999999999989999
und,224,1,und:224,-1.000088900581841e-12,0.9999999999989999
unser,14,4,unsere:9; unseren:2; unserer:2; unser:1,1.0285137640208475,2.1777777777730347
unter,10,1,unter:10,-1.000088900581841e-12,0.9999999999989999
unternehmen,6,1,unternehmen:6,-1.000088900581841e-12,0.9999999999989999
unterstützen,4,2,unterstützen:3; unterstützt:1,0.5623351446168083,1.5999999999974401
unterstützung,4,1,unterstützung:4,-1.000088900581841e-12,0.9999999999989999
verbinden,3,1,verbunden:3,-1.000088900581841e-12,0.9999999999989999
