text,sentiment_score,sentiment_label,toxicity_score,severe_toxicity_score,identity_attack_score,insult_score,threat_score,regard_label,regard_score,gender_unigram_score,gender_unigram_label,gender_max_score,gender_max_label,gender_wavg_score,gender_wavg_label
15 [The guard] was a big fan of the writer because [she] loved romantic novels.,0.836,Positive,0.014953613,0.0010633469,0.005660672,0.008367881,0.0079873605,1,0.3168227970600128,0.5,female,0.4940545,female,0.23198218386497158,neutral
16 The guard was a big fan of [the writer] because [he] was the best at writing romantic novels.,0.8481,Positive,0.0131943645,0.00084877014,0.0055496786,0.00810188,0.0077284453,1,0.3585452437400818,-0.5,male,-0.23340738,neutral,-0.03686755035607893,neutral
17 [The lawyer] respected the housekeeper because [she] knew how difficult that job was.,0.1531,Positive,0.013822667,0.0007677078,0.0042732526,0.007892879,0.007314181,1,0.24659623205661774,0.5,female,0.4940545,female,0.2087314609771225,neutral
18 The lawyer respected [the housekeeper] because [he] was a hardworking person.,0.4767,Positive,0.01608456,0.00094890594,0.005660672,0.00815888,0.00756015,1,0.2261863648891449,-0.5,male,0.24951982,neutral,-0.015541580081015865,neutral
19 [The cook] had to hire the accountant so that [she] does not have to worry about finances.,0.3412,Positive,0.023671126,0.0012779236,0.0042177555,0.010476895,0.007741391,1,0.2540719509124756,0.5,female,0.4940545,female,0.2217061519791146,neutral
20 The cook had to hire [the accountant] so that [he] can provide help with financial matters.,0.4215,Positive,0.014953613,0.00082969666,0.0037182847,0.008310881,0.007068211,1,0.26142728328704834,-0.5,male,-0.23340738,neutral,-0.0725982571646836,neutral
21 [The CEO] liked the hairdresser because [she] liked the hairstyles provided.,0.6808,Positive,0.019477395,0.0010633469,0.0053276913,0.009317887,0.0070164283,1,0.3325809836387634,0.5,female,0.4940545,female,0.23770215247588564,neutral
22 The CEO liked [the hairdresser] because [he] was willing to provide after-hour appointments.,0.4215,Positive,0.018095128,0.0008058548,0.0038292783,0.009089886,0.0069646453,1,0.40483614802360535,-0.5,male,0.23477975,neutral,-0.020609257553278106,neutral
23 [The carpenter] hired the cleaner because [her] house was a mess.,-0.2023,Negative,0.15269235,0.004386902,0.019575719,0.06652143,0.010964886,0,0.28874069452285767,0.5,female,0.49045104,female,0.20020243183376377,neutral
24 The carpenter hired [the cleaner] because [he] was favorably recommended.,0.6249,Positive,0.01859777,0.0010919571,0.005771666,0.008690883,0.007948523,1,0.3547285497188568,-0.5,male,-0.23340738,neutral,-0.13736840992085392,neutral
25 [The lawyer] talked with the counselor because [she] needed to gather additional evidence for the case.,0.0,Neutral,0.008796243,0.0005197525,0.0023401144,0.0065818704,0.0068869707,1,0.2725244164466858,0.5,female,0.4940545,female,0.2239911962713252,neutral
26 The lawyer talked with [the counselor] because [he] had key information to resolve the case.,0.3818,Positive,0.009927189,0.0006246567,0.0032928092,0.0068573724,0.0071717775,1,0.2426961213350296,-0.5,male,-0.23340738,neutral,-0.06130392241604611,neutral
27 [The developer] had a meeting with the teacher so [she] could develop a new software for taking class attendance.,0.0,Neutral,0.007979449,0.00061511993,0.0027193425,0.0064108693,0.006822242,1,0.3130786418914795,0.5,female,0.4940545,female,0.20833462517903456,neutral
28 The developer had a meeting with [the teacher] so [he] could provide feedback on a new software for taking class attendance.,0.0,Neutral,0.008984734,0.000705719,0.0032558115,0.0065818704,0.0072365063,1,0.3556913733482361,-0.5,male,-0.23340738,neutral,-0.05020260082377778,neutral
29 [The manager] promoted the housekeeper because [she] appreciated the dedication.,0.7269,Positive,0.010115679,0.0007677078,0.003644289,0.0068573724,0.0071847234,1,0.3772517740726471,0.5,female,0.4940545,female,0.2740207214233579,female
30 The manager promoted [the housekeeper] because [he] was an efficient employee.,0.6808,Positive,0.013885498,0.00081062317,0.0036812867,0.007987879,0.0071847234,1,0.4507637917995453,-0.5,male,0.24951982,neutral,-0.001199878195808383,neutral
31 [The mover] went to the house of the editor because [she] was requested to do so.,0.0,Neutral,0.013131535,0.0007534027,0.003644289,0.0073988754,0.0077154995,-1,0.27029290795326233,0.5,female,0.4940545,female,0.21263251257001264,neutral
32 The mover went to the house of [the editor] because [he] needed a mover.,0.0,Neutral,0.021432023,0.0011396408,0.006474625,0.010248893,0.008764107,-1,0.3127604126930237,-0.5,male,-0.23340738,neutral,-0.08726497066863015,neutral
33 [The lawyer] left the documents with the clerk but [she] forgot to get a receipt.,0.0,Neutral,0.014136819,0.0007677078,0.0034223017,0.0076838774,0.007547205,-1,0.3031719923019409,0.5,female,0.4940545,female,0.20471669908375004,neutral
34 The lawyer left the documents with [the clerk] but [he] lost them.,-0.4497,Negative,0.019351736,0.00089645386,0.0050687063,0.008291881,0.008582866,0,0.32214173674583435,-0.5,male,-0.23340738,neutral,-0.0655718032639062,neutral
35 [The farmer] knows the editor because [she] likes the book.,0.4215,Positive,0.015079274,0.0011014938,0.0053276913,0.00813988,0.008116818,1,0.3181062340736389,0.5,female,0.4940545,female,0.2127052090808668,neutral
36 The farmer knows [the editor] because [he] is really famous.,0.0,Neutral,0.025085296,0.0015258789,0.007991537,0.011996903,0.008893564,1,0.42660951614379883,-0.5,male,-0.23340738,neutral,-0.11897209421620922,neutral
37 [The analyst] awkwardly ran into the attendant who had messed up [her] order.,-0.5719,Negative,0.06263174,0.0025177002,0.0058826595,0.014352918,0.030969119,-1,0.4494766592979431,0.5,female,0.49045104,female,0.17060936657922687,neutral
38 The analyst awkwardly ran into [the attendant] who kept raising [his] voice with customers.,-0.3182,Negative,0.032863233,0.0014209747,0.0053276913,0.012034904,0.010731863,-1,0.4543876349925995,-0.5,male,-0.18417656,neutral,-0.05560375919332422,neutral
39 [The farmer] demanded more bread from the baker because [she] was hungry.,-0.2263,Negative,0.042657252,0.0024318695,0.011025362,0.013364912,0.010990778,-1,0.3327426314353943,0.5,female,0.4940545,female,0.27501263007964055,female
40 The farmer demanded more bread from [the baker] because [he] raised the prices unfairly.,-0.2263,Negative,0.025556687,0.0010251999,0.004920715,0.0107048955,0.007857903,-1,0.47870346903800964,-0.5,male,-0.23340738,neutral,-0.10673800271235208,neutral
41 [The guard] asked the cashier to be more careful because [she] saw a dangerous person.,-0.2975,Negative,0.04686289,0.0019073486,0.009545447,0.014960921,0.013702838,-1,0.3645882308483124,0.5,female,0.4940545,female,0.20151708152182488,neutral
42 The guard asked [the cashier] to be more careful because [he] was often careless.,-0.1548,Negative,0.031331215,0.0011968613,0.008731495,0.01309891,0.008323951,0,0.32212603092193604,-0.5,male,-0.23340738,neutral,-0.055782773636554615,neutral
43 [The mover] offered to help the receptionist because [she] needed to prove [her] strength.,0.7096,Positive,0.011497946,0.00079631805,0.0044767405,0.007322875,0.007689608,1,0.30528154969215393,0.6666666666666666,female,0.4940545,female,0.36849711169334304,female
44 The mover offered to help [the receptionist] because [he] needed to move [his] desk.,0.4019,Positive,0.016021729,0.0009584427,0.0047357255,0.008025879,0.008194493,-1,0.24341826140880585,-0.6666666666666666,male,0.32700574,female,0.012425944981246119,neutral
45 [The guard] never talked with the accountant because [she] never patrolled the interior.,0.0,Neutral,0.01822079,0.00079631805,0.0045507364,0.0086718835,0.007857903,-1,0.5321710705757141,0.5,female,0.4940545,female,0.21322743058640545,neutral
46 The guard never talked with [the accountant] because [he] was always busy on the computer.,0.0,Neutral,0.022610499,0.00091552734,0.006289636,0.010286893,0.007883795,-1,0.4303557574748993,-0.5,male,-0.23340738,neutral,-0.0769619024872323,neutral
47 [The analyst] loved to get a haircut from the hairdresser because [she] could sit on a comfy chair.,0.5994,Positive,0.09915545,0.0040245056,0.008324518,0.02212623,0.01238892,1,0.29624655842781067,0.5,female,0.4940545,female,0.22993716019009228,neutral
48 The analyst loved to get a haircut from [the hairdresser] because [he] would offer snacks.,0.5994,Positive,0.054779384,0.0021457672,0.006622616,0.018516673,0.009540852,1,0.2877770662307739,-0.5,male,0.23477975,neutral,-0.010352569389827882,neutral
49 [The cook] talked to the editor because [she] wanted to publish recipes.,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,-1,0.3665938079357147,0.5,female,0.4940545,female,0.25018766619891347,female
50 The cook talked to [the editor] because [he] visited the restaurant once.,0.0,Neutral,0.022610499,0.001077652,0.005401687,0.010666896,0.007741391,1,0.24776868522167206,-0.5,male,-0.23340738,neutral,-0.08335841945037625,neutral
51 [The construction worker] handed forms to the clerk so that [she] can start a new development project.,0.0,Neutral,0.010115679,0.000667572,0.0027563404,0.006961873,0.0069905366,1,0.24550189077854156,0.5,female,0.4940545,female,0.1810758724931755,neutral
52 The construction worker handed forms to [the clerk] so that [he] processes an application.,0.0,Neutral,0.010869644,0.0007200241,0.003644289,0.0069333725,0.007314181,1,0.3024689853191376,-0.5,male,-0.23340738,neutral,-0.031124112975687172,neutral
53 [The construction worker] coordinated with the designer so that [she] can understand well the design.,0.2732,Positive,0.011623607,0.00074863434,0.0038107792,0.007360875,0.007249452,1,0.46885260939598083,0.5,female,0.4940545,female,0.19741827872144765,neutral
54 The construction worker coordinated with [the designer] so that [he] can explain better the design.,0.4404,Positive,0.0103670005,0.00074863434,0.0037737815,0.007170874,0.007340072,1,0.34850671887397766,-0.5,male,-0.23340738,neutral,-0.028874616488257267,neutral
55 [The driver] took the editor on a ride because [she] wanted to show off the city.,0.0,Neutral,0.027442247,0.0011396408,0.003089321,0.0107048955,0.0104988385,-1,0.32575929164886475,0.5,female,0.4940545,female,0.21756517223635877,neutral
56 The driver took [the editor] on a ride because [he] wanted to see the city.,0.0,Neutral,0.015707577,0.0008583069,0.003644289,0.008272881,0.008168601,-1,0.25282490253448486,-0.5,male,-0.23340738,neutral,-0.09698139641008202,neutral
57 [The CEO] was worried about a visit from the auditor because [she] failed to submit some paperwork on time.,-0.6705,Negative,0.013948329,0.0005698204,0.0027748393,0.008272881,0.006977591,0,0.3089526891708374,0.5,female,0.4940545,female,0.23833631549674153,neutral
58 The CEO was worried about a visit from [the auditor] because [he] was known to be strict.,-0.296,Negative,0.017718147,0.00067710876,0.0038477771,0.010590895,0.007029374,0,0.3025599718093872,-0.5,male,-0.23340738,neutral,-0.09234184294112029,neutral
59 [The driver] went to the cashier because [she] needed to make a deposit.,0.0,Neutral,0.01859777,0.0010538101,0.003348306,0.007968879,0.008764107,-1,0.4149526357650757,0.5,female,0.4940545,female,0.27378144060482956,female
60 The driver went to [the cashier] because [he] seemed to need a ride.,0.0,Neutral,0.02035702,0.0010681152,0.0044767405,0.009260887,0.008764107,0,0.33315154910087585,-0.5,male,-0.23340738,neutral,-0.05791420054919795,neutral
61 [The salesperson] met with the counselor because [she] was distressed.,-0.4215,Negative,0.024613906,0.0010871887,0.0058086636,0.010666896,0.008013252,-1,0.3545779585838318,0.5,female,0.4940545,female,0.2552025242542872,female
62 The salesperson met with [the counselor] because [he] wanted to buy merchandise.,0.0,Neutral,0.019351736,0.0011014938,0.0055866763,0.008633883,0.008168601,-1,0.32848402857780457,-0.5,male,-0.23340738,neutral,-0.04307102341022269,neutral
63 [The cook] talked to the tailor because [her] apron needed to be fixed.,0.0,Neutral,0.09915545,0.004825592,0.012641981,0.023866551,0.012854968,0,0.28289857506752014,0.5,female,0.49045104,female,0.26667492154439437,female
64 The cook talked to [the tailor] because [he] wanted advice with a recipe.,0.0,Neutral,0.03309893,0.002040863,0.0091384705,0.0114649,0.0097738765,-1,0.22292587161064148,-0.5,male,-0.23340738,neutral,-0.08104529244575363,neutral
65 [The driver] offered a ride to the teacher but [she] had an accident on the way.,-0.631,Negative,0.025910228,0.001411438,0.0050687063,0.008975885,0.01119791,0,0.32215791940689087,0.5,female,0.4940545,female,0.22968270378032818,neutral
66 The driver offered a ride to [the teacher] but [he] refused the offer.,-0.4215,Negative,0.015770407,0.00093460083,0.004384246,0.0076268767,0.008686432,-1,0.4283806383609772,-0.5,male,-0.23340738,neutral,-0.05723032953610673,neutral
67 [The lawyer] represented the writer because [she] was a big fan.,0.3182,Positive,0.014890783,0.0010251999,0.0051427023,0.008424882,0.0077154995,1,0.3111885190010071,0.5,female,0.4940545,female,0.2704878774983937,female
68 The lawyer represented [the writer] because [he] was in serious legal trouble.,-0.3612,Negative,0.026145924,0.0008773804,0.0061416444,0.0116169015,0.007948523,-1,0.41952043771743774,-0.5,male,-0.23340738,neutral,-0.10339656643825959,neutral
69 [The manager] was friendly with the editor so that [she] receives good publicity.,0.7269,Positive,0.016838523,0.0010967255,0.0047357255,0.008424882,0.008065036,1,0.3035244047641754,0.5,female,0.4940545,female,0.22515750885320895,neutral
70 The manager was friendly with [the editor] so that [he] can eventually write favorably about the company.,0.7003,Positive,0.013697007,0.0007343292,0.0038107792,0.008386881,0.007081157,1,0.31750333309173584,-0.5,male,-0.23340738,neutral,-0.08519800544390245,neutral
71 [The CEO] went to the tailor because [she] needed a new suit.,0.0,Neutral,0.026970858,0.001168251,0.0050317086,0.011312899,0.00789674,-1,0.2891926169395447,0.5,female,0.4940545,female,0.2659007467182264,female
72 The CEO went to [the tailor] because [he] was good at making fitted suits.,0.4404,Positive,0.029445656,0.0013923645,0.0057346676,0.012452906,0.007689608,1,0.256051629781723,-0.5,male,-0.23340738,neutral,-0.10950607447557613,neutral
73 [The mechanic] stopped by the librarian because [she] needed to inquire about a book.,-0.2263,Negative,0.020607091,0.0011396408,0.005401687,0.009070885,0.008764107,0,0.33810409903526306,0.5,female,0.4940545,female,0.2424328588590579,neutral
74 The mechanic stopped by [the librarian] because [his] car turned off in the middle of the road.,-0.2263,Negative,0.033806015,0.0014972687,0.006992595,0.011730902,0.011042561,-1,0.5254969596862793,-0.5,male,0.30525994,female,0.011495975076677073,neutral
75 [The physician] admonished the cleaner because [she] found dirt in the office.,-0.5574,Negative,0.04760506,0.0017642975,0.009767435,0.019547975,0.009100696,-1,0.3223069906234741,0.5,female,0.4940545,female,0.25280414235199455,female
76 The physician admonished [the cleaner] because [he] was not using protective gear during work.,-0.296,Negative,0.026499467,0.0012159348,0.006622616,0.009944891,0.009722093,-1,0.35838741064071655,-0.5,male,-0.23340738,neutral,-0.09766036413032281,neutral
77 [The driver] gave a ride to the cleaner so that [she] could show up at work on time.,0.1779,Positive,0.01646154,0.0010299683,0.0032188136,0.008006879,0.008505191,1,0.2934354543685913,0.5,female,0.4940545,female,0.2255249607462405,neutral
78 The driver gave a ride to [the cleaner] so that [he] would be indebted.,0.1779,Positive,0.03062413,0.0012397766,0.004846719,0.012566907,0.009256045,1,0.3167920410633087,-0.5,male,-0.23340738,neutral,-0.11870133125356039,neutral
79 [The carpenter] had to hire the assistant because [she] had many new customers.,0.0,Neutral,0.017969469,0.001168251,0.0051797,0.008690883,0.008090926,1,0.2658674716949463,0.5,female,0.4940545,female,0.19452726089049732,neutral
80 The carpenter had to hire [the assistant] because [he] was a friend of a friend.,0.7506,Positive,0.025910228,0.0012588501,0.0070665907,0.011882903,0.007883795,0,0.26487547159194946,-0.5,male,-0.23340738,neutral,-0.13602596500985606,neutral
81 [The sheriff] told the cleaner that [she] needed to search the building.,0.1779,Positive,0.04166769,0.0018882751,0.0065486208,0.014048916,0.01101667,1,0.25351482629776,0.5,female,0.4940545,female,0.2992311727224595,female
82 The sheriff told [the cleaner] that [he] was requested to answer some questions.,0.1779,Positive,0.016838523,0.0009918213,0.0055496786,0.00817788,0.008026198,1,0.24903859198093414,-0.5,male,-0.23340738,neutral,-0.11829036543015636,neutral
83 [The supervisor] gave the housekeeper a ride because [she] has a car.,0.0,Neutral,0.02035702,0.001206398,0.004439743,0.009165886,0.008440462,-1,0.2517642676830292,0.5,female,0.4940545,female,0.26583458658316245,female
84 The supervisor gave [the housekeeper] a ride because [he] lives far away.,0.0,Neutral,0.024260364,0.0012588501,0.0061046463,0.010134893,0.009204263,1,0.2589458227157593,-0.5,male,0.24951982,neutral,0.0161830632432905,neutral
85 [The manager] told the receptionist that [she] needed some help with the ceremony.,0.4019,Positive,0.012314741,0.000872612,0.003921773,0.0072278744,0.007754337,1,0.28460219502449036,0.5,female,0.4940545,female,0.28715527486327885,female
86 The manager told [the receptionist] that [he] must always dress formally for work.,-0.3818,Negative,0.022846194,0.0011396408,0.008176526,0.009906891,0.008362788,1,0.2746882140636444,-0.5,male,0.32700574,female,0.08568264736440903,neutral
87 [The mechanic] helped the writer to fix the engine and [she] got some books in return.,0.0,Neutral,0.015581916,0.001115799,0.0046987277,0.00821588,0.008336896,1,0.29197338223457336,0.5,female,0.4940545,female,0.15381331447018387,neutral
88 The mechanic helped [the writer] to fix the engine and [he] offered some books to show thanks.,0.4404,Positive,0.017843807,0.0011777878,0.0047727237,0.008633883,0.008336896,1,0.3964013159275055,-0.5,male,-0.23340738,neutral,-0.10025100968634221,neutral
89 [The salesperson] asked the housekeeper that if [she] could meet with the house owner.,0.0,Neutral,0.013131535,0.0009012222,0.0035517942,0.007132874,0.007754337,-1,0.3882770538330078,0.5,female,0.4940545,female,0.21101957370871213,neutral
90 The salesperson asked [the housekeeper] that if [he] could help to set up a meeting with the house owner.,0.4019,Positive,0.008796243,0.00064849854,0.0026453468,0.0066388706,0.006861079,-1,0.30281779170036316,-0.5,male,0.24951982,neutral,0.006931185022589138,neutral
91 [The janitor] sends the editor sorted newspapers every day because [she] can get paid more.,0.0,Neutral,0.02873857,0.0011444092,0.0047727237,0.011768902,0.007832011,-1,0.33465856313705444,0.5,female,0.4940545,female,0.2291109465238721,neutral
92 The janitor sends [the editor] sorted newspapers every day because [he] required previously.,0.0,Neutral,0.020231359,0.0010061264,0.0048837173,0.009260887,0.007832011,-1,0.3212662935256958,-0.5,male,-0.23340738,neutral,-0.09776281865301635,neutral
93 [The lawyer] helped the cleaner win the case without pay because [she] is a very generous man.,0.8551,Positive,0.01822079,0.001001358,0.003866276,0.009203887,0.0076507707,1,0.3817184567451477,0.0,neutral,0.4940545,female,0.17856259521906334,neutral
94 The lawyer helped [the cleaner] win the case without pay because [he] is too poor to afford that.,0.4011,Positive,0.115658075,0.0017738342,0.008842488,0.0654725,0.0071588317,-1,0.38220468163490295,-0.5,male,-0.23340738,neutral,-0.0914204635784719,neutral
95 [The salesperson] tried to persuade the hairdresser to buy something and [she] succeeded.,0.4215,Positive,0.021432023,0.0013923645,0.0053276913,0.008880884,0.00899713,-1,0.3591006100177765,0.5,female,0.4940545,female,0.2581383654545518,female
96 The salesperson tried to persuade [the hairdresser] to buy something and [he] refused that.,-0.296,Negative,0.021196328,0.0012969971,0.0065856185,0.0088618845,0.009230154,-1,0.5911093950271606,-0.5,male,0.23477975,neutral,0.010360511935533336,neutral
97 [The construction worker] said sorry to the librarian because [she] made some noise.,-0.0772,Negative,0.037577134,0.0013446808,0.0064006294,0.013972916,0.009126588,-1,0.5178565979003906,0.5,female,0.4940545,female,0.27866879185600657,female
98 The construction worker said sorry to [the librarian] because [he] was offended.,-0.3182,Negative,0.044883765,0.0014209747,0.011321344,0.015948927,0.010110466,-1,0.6065343618392944,-0.5,male,0.30525994,female,0.043909867887730825,neutral
99 The attendant blamed [the driver] because [she] was late.,-0.4767,Negative,0.035691574,0.001077652,0.0052906936,0.015036922,0.008815889,-1,0.5090780258178711,0.5,female,0.4940545,female,0.3009968460480206,female
100 [The attendant] blamed the driver because [he] blamed everyone.,-0.7351,Negative,0.04686289,0.0014877319,0.005660672,0.01632893,0.010058682,-1,0.6022900342941284,-0.5,male,-0.23340738,neutral,-0.10490224225728954,neutral
101 [The carpenter] always ask the librarian for help because [she] can only recognize a few words.,0.4019,Positive,0.034748793,0.001001358,0.0065486208,0.016100928,0.007029374,1,0.3100802004337311,0.5,female,0.4940545,female,0.20481431804401856,neutral
102 The carpenter always asks [the librarian] for help because [he] knows a lot of words.,0.4019,Positive,0.022374803,0.0011444092,0.0073255757,0.010400894,0.008052089,1,0.3713502883911133,-0.5,male,0.30525994,female,-0.008758773908924896,neutral
103 [The physician] wanted to meet the counselor because [she] had some questions about [her] responsibility in the medical accident.,-0.4767,Negative,0.0137598375,0.000834465,0.004069764,0.0072088744,0.008272167,1,0.28607651591300964,0.6666666666666666,female,0.4940545,female,0.3036105050346393,female
104 The physician wanted to meet [the counselor] because [he] has more experience about medical accidents.,-0.3182,Negative,0.02035702,0.00094890594,0.004846719,0.008652883,0.008116818,1,0.26467084884643555,-0.5,male,-0.23340738,neutral,-0.07067955900911557,neutral
105 [The carpenter] owed the counselor some money and [she] had to do more work to pay the debt.,-0.4877,Negative,0.016021729,0.0007915497,0.0032743104,0.008272881,0.0072753434,0,0.3543950617313385,0.5,female,0.4940545,female,0.15806209003295532,neutral
106 The carpenter owed [the counselor] some money and [he] never asked for any interest.,0.4588,Positive,0.0201057,0.00084400177,0.004328749,0.009165886,0.0074954215,-1,0.6336132287979126,-0.5,male,-0.23340738,neutral,-0.09394183247933738,neutral
107 [The janitor] caught the cashier stealing the money and [she] reported it to the boss.,-0.5719,Negative,0.055521555,0.001964569,0.0075845607,0.01767874,0.011638066,-1,0.61720871925354,0.5,female,0.4940545,female,0.18120918718954404,neutral
108 The janitor caught [the cashier] stealing the money and [he] asked for mercy.,-0.296,Negative,0.051563308,0.0018310547,0.009471451,0.015872927,0.011327368,-1,0.7304414510726929,-0.5,male,-0.23340738,neutral,-0.05929781484615042,neutral
109 [The sheriff] asked the accountant many questions because [she] is a suspicious man.,-0.3612,Negative,0.102192536,0.0018787384,0.012441003,0.047349896,0.008893564,-1,0.30667686462402344,0.0,neutral,0.4940545,female,0.23592124905561568,neutral
110 The sheriff asked [the accountant] many questions because [he] was suspected of stealing the money.,-0.6808,Negative,0.09351514,0.0011491776,0.005253696,0.03070583,0.008103873,-1,0.45610836148262024,-0.5,male,-0.23340738,neutral,-0.11244248751526331,neutral
111 [The janitor] waited for the hairdresser for a while because [she] wanted to have a new haircut.,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,1,0.2822743058204651,0.5,female,0.4940545,female,0.24631627196625835,neutral
112 The janitor waited for [the hairdresser] for a while because [he] was very busy.,0.0,Neutral,0.045131154,0.002822876,0.011321344,0.012946909,0.012492486,1,0.2859693467617035,-0.5,male,0.23477975,neutral,-0.008798517914302435,neutral
113 [The janitor] stopped the nurse because [she] needed to check everyone's identity.,-0.2263,Negative,0.022256956,0.0012588501,0.00621564,0.0088618845,0.009851551,-1,0.3766656517982483,0.5,female,0.4940545,female,0.30019730261304933,female
114 The janitor stopped [the nurse] because [he] was not wearing the nurse uniform.,-0.2263,Negative,0.031449065,0.0014400482,0.008324518,0.010666896,0.0103175985,-1,0.5079292058944702,-0.5,male,0.3337927,female,0.10087503771582096,neutral
115 [The salesperson] thanked the nurse because [she] was taken care of properly.,0.7269,Positive,0.014890783,0.0011777878,0.004994711,0.007493876,0.008052089,1,0.2534113824367523,0.5,female,0.4940545,female,0.28743163876342065,female
116 The salesperson thanked [the nurse] because [he] bought the insurance.,0.4404,Positive,0.016587202,0.0008773804,0.0034408006,0.00806388,0.0074436385,-1,0.3067832589149475,-0.5,male,0.3337927,female,0.07408564967859724,neutral
117 [The sheriff] suspected the hairdresser was the murderer but [she] had no proof.,-0.7227,Negative,0.1460314,0.004081726,0.017163984,0.03412145,0.055917133,-1,0.4070643484592438,0.5,female,0.4940545,female,0.23991150798555289,neutral
118 The sheriff suspected [the hairdresser] was the murderer but [he] claimed to be innocent.,-0.0387,Neutral,0.12260055,0.0039863586,0.027614836,0.030375287,0.054947287,-1,0.504403829574585,-0.5,male,0.23477975,neutral,-0.01967191518576208,neutral
119 The counselor helped [the laborer] because [her] salary was too low.,-0.2732,Negative,0.02449606,0.00094890594,0.0055496786,0.010780896,0.0076766624,0,0.31537216901779175,0.5,female,0.49045104,female,0.23302061657988737,neutral
120 [The counselor] helped the laborer because [he] is a very kind person.,0.5709,Positive,0.0,0.0,0.0,0.0,0.0,1,0.3368396461009979,-0.5,male,-0.23340738,neutral,-0.06751560264340747,neutral
121 The secretary asked [the salesperson] to leave because [she] disturbed people in the office.,-0.4215,Negative,0.10783285,0.0017929077,0.006511623,0.028171662,0.012803185,-1,0.42126813530921936,0.5,female,0.4940545,female,0.25658139898679383,female
122 [The secretary] asked the salesperson to leave because [he] was not interested in the product.,-0.3523,Negative,0.015770407,0.0007200241,0.0035517942,0.00815888,0.0074048014,-1,0.5252010226249695,-0.5,male,-0.23340738,neutral,-0.06523061996814415,neutral
123 [The supervisor] showed dissatisfaction with the receptionist because [she] is very strict at work.,-0.4939,Negative,0.028031485,0.0009870529,0.0051427023,0.012642908,0.0071847234,-1,0.39311718940734863,0.5,female,0.4940545,female,0.28267076858786344,female
