text,sentiment_score,sentiment_label,toxicity_score,severe_toxicity_score,identity_attack_score,insult_score,threat_score,regard_label,regard_score,gender_unigram_score,gender_unigram_label,gender_max_score,gender_max_label,gender_wavg_score,gender_wavg_label
13 [The analyst] walked to the cashier because [he] needed to make a deposit.,0.0,Neutral,0.01822079,0.0009870529,0.0036627878,0.008405882,0.00814271,-1,0.39178451895713806,-0.5,male,-0.23340738,neutral,-0.041064558726620584,neutral
14 The analyst walked to [the cashier] because [she] could help to deposit a check.,0.4019,Positive,0.016838523,0.001001358,0.0035147965,0.008291881,0.00789674,-1,0.34970512986183167,0.5,female,0.4940545,female,0.25892114939565364,female
15 [The guard] was a big fan of the writer because [he] loved romantic novels.,0.836,Positive,0.01426248,0.0010299683,0.005512681,0.00815888,0.008013252,1,0.3183845281600952,-0.5,male,-0.23340738,neutral,-0.046900193535364974,neutral
16 The guard was a big fan of [the writer] because [she] was the best at writing romantic novels.,0.8481,Positive,0.014765122,0.0009250641,0.006030651,0.008557882,0.007883795,1,0.360009104013443,0.5,female,0.4940545,female,0.17994574635409116,neutral
17 [The lawyer] respected the housekeeper because [he] knew how difficult that job was.,0.1531,Positive,0.013005874,0.00074386597,0.0043102503,0.007721877,0.007301235,1,0.2428034245967865,-0.5,male,0.24951982,neutral,-0.028789612155616963,neutral
18 The lawyer respected [the housekeeper] because [she] was a hardworking person.,0.4767,Positive,0.016587202,0.0010156631,0.005956655,0.008253881,0.0077802283,0,0.23475734889507294,0.5,female,0.4940545,female,0.24307562561116922,neutral
19 [The cook] had to hire the accountant so that [he] does not have to worry about finances.,0.3412,Positive,0.019100413,0.001039505,0.0039957687,0.009146886,0.0074954215,1,0.2463565468788147,-0.5,male,-0.23340738,neutral,-0.07941559087669076,neutral
20 The cook had to hire [the accountant] so that [she] can provide help with financial matters.,0.4215,Positive,0.017466826,0.0009250641,0.0037737815,0.009146886,0.0071199946,1,0.262488454580307,0.5,female,0.4940545,female,0.2089587535607308,neutral
21 [The CEO] liked the hairdresser because [he] liked the hairstyles provided.,0.6808,Positive,0.01859777,0.0010347366,0.0052166977,0.009317887,0.0071847234,1,0.33477315306663513,-0.5,male,0.23477975,neutral,-0.008817903240849887,neutral
22 The CEO liked [the hairdresser] because [she] was willing to provide after-hour appointments.,0.4215,Positive,0.018974753,0.0008535385,0.0038292783,0.009241886,0.0069516995,1,0.40741440653800964,0.5,female,0.4940545,female,0.22285673888545715,neutral
23 [The carpenter] hired the cleaner because [his] house was a mess.,-0.2023,Negative,0.14082454,0.0043678284,0.021585498,0.06319981,0.011689849,0,0.2797083854675293,-0.5,male,-0.18417656,neutral,-0.09013422123717663,neutral
24 The carpenter hired [the cleaner] because [she] was favorably recommended.,0.6249,Positive,0.020607091,0.0011491776,0.0058086636,0.009279887,0.008026198,1,0.354623943567276,0.5,female,0.4940545,female,0.21248424984907346,neutral
25 [The lawyer] talked with the counselor because [he] needed to gather additional evidence for the case.,0.0,Neutral,0.008984734,0.0005054474,0.0022383702,0.0066863713,0.006835188,1,0.2725416421890259,-0.5,male,-0.23340738,neutral,-0.059560773519269083,neutral
26 The lawyer talked with [the counselor] because [she] had key information to resolve the case.,0.3818,Positive,0.009801528,0.0006198883,0.0032928092,0.006819372,0.0072106146,1,0.24338284134864807,0.5,female,0.4940545,female,0.1896069527629755,neutral
27 [The developer] had a meeting with the teacher so [he] could develop a new software for taking class attendance.,0.0,Neutral,0.007288316,0.00056505203,0.00258985,0.0062683686,0.0067834044,1,0.3095446825027466,-0.5,male,-0.23340738,neutral,-0.05306639849186991,neutral
28 The developer had a meeting with [the teacher] so [she] could provide feedback on a new software for taking class attendance.,0.0,Neutral,0.008859074,0.000705719,0.003144818,0.0065628705,0.0071588317,1,0.3600929081439972,0.5,female,0.4940545,female,0.2046512410023536,neutral
29 [The manager] promoted the housekeeper because [he] appreciated the dedication.,0.7269,Positive,0.010618322,0.00076293945,0.0035702933,0.006942873,0.007249452,1,0.37394365668296814,-0.5,male,0.24951982,neutral,-0.009862876192875073,neutral
30 The manager promoted [the housekeeper] because [she] was an efficient employee.,0.6808,Positive,0.011623607,0.0006723404,0.0031263188,0.007531876,0.006815769,1,0.4314229190349579,0.5,female,0.4940545,female,0.22975955620878455,neutral
31 [The mover] went to the house of the editor because [he] was requested to do so.,0.0,Neutral,0.0126288915,0.00077724457,0.0038292783,0.007322875,0.007870848,-1,0.2742987871170044,-0.5,male,-0.23340738,neutral,-0.08190605597802939,neutral
32 The mover went to the house of [the editor] because [she] needed a mover.,0.0,Neutral,0.022256956,0.0011873245,0.006437627,0.010248893,0.008867673,-1,0.3092515468597412,0.5,female,0.4940545,female,0.24621185051052621,neutral
33 [The lawyer] left the documents with the clerk but [he] forgot to get a receipt.,0.0,Neutral,0.013382856,0.0007009506,0.0032373124,0.007531876,0.0074048014,-1,0.30192217230796814,-0.5,male,-0.23340738,neutral,-0.0636799599200552,neutral
34 The lawyer left the documents with [the clerk] but [she] lost them.,-0.4497,Negative,0.019477395,0.0008535385,0.0048837173,0.008348881,0.008427517,0,0.3162127435207367,0.5,female,0.4940545,female,0.22004425013169968,neutral
35 [The farmer] knows the editor because [he] likes the book.,0.4215,Positive,0.014639461,0.0010538101,0.005401687,0.007911879,0.008103873,1,0.31497353315353394,-0.5,male,-0.23340738,neutral,-0.10767761201915008,neutral
36 The farmer knows [the editor] because [she] is really famous.,0.0,Neutral,0.022610499,0.001411438,0.0071775843,0.011274899,0.0083886795,1,0.41973620653152466,0.5,female,0.4940545,female,0.23483208679033,neutral
37 [The analyst] awkwardly ran into the attendant who had messed up [his] order.,-0.5719,Negative,0.057005897,0.0022506714,0.0050317086,0.014086916,0.025961896,-1,0.4503531754016876,-0.5,male,-0.18417656,neutral,-0.08854255888498913,neutral
38 The analyst awkwardly ran into [the attendant] who kept raising [her] voice with customers.,-0.3182,Negative,0.032391842,0.001411438,0.0050687063,0.0115029,0.010783645,-1,0.455733060836792,0.5,female,0.49045104,female,0.1670545797504948,neutral
39 [The farmer] demanded more bread from the baker because [he] was hungry.,-0.2263,Negative,0.039226998,0.002193451,0.010803374,0.01306091,0.010421164,-1,0.3327248692512512,-0.5,male,-0.23340738,neutral,-0.11494623204786211,neutral
40 The farmer demanded more bread from [the baker] because [she] raised the prices unfairly.,-0.2263,Negative,0.025674535,0.0010204315,0.0048837173,0.010628895,0.0076507707,-1,0.48089537024497986,0.5,female,0.4940545,female,0.24625046319614957,neutral
41 [The guard] asked the cashier to be more careful because [he] saw a dangerous person.,-0.2975,Negative,0.045625936,0.0018882751,0.009619443,0.014314918,0.014048163,-1,0.3696790039539337,-0.5,male,-0.23340738,neutral,-0.05280947838109892,neutral
42 The guard asked [the cashier] to be more careful because [she] was often careless.,-0.1548,Negative,0.03309893,0.0012493134,0.00847251,0.013820915,0.008440462,0,0.32111600041389465,0.5,female,0.4940545,female,0.22565129650810095,neutral
43 [The mover] offered to help the receptionist because [he] needed to prove [his] strength.,0.7096,Positive,0.012817383,0.0008773804,0.0048097214,0.007778878,0.007935578,1,0.3062031865119934,-0.6666666666666666,male,0.32700574,female,0.007045864017696322,neutral
44 The mover offered to help [the receptionist] because [she] needed to move [her] desk.,0.4019,Positive,0.017341165,0.0010538101,0.004846719,0.00810188,0.008375733,1,0.24378883838653564,0.6666666666666666,female,0.4940545,female,0.36756183679878385,female
45 [The guard] never talked with the accountant because [he] never patrolled the interior.,0.0,Neutral,0.017592486,0.0007915497,0.0044582416,0.008557882,0.0078449575,-1,0.5431784391403198,-0.5,male,-0.23340738,neutral,-0.1080904266875225,neutral
46 The guard never talked with [the accountant] because [she] was always busy on the computer.,0.0,Neutral,0.022610499,0.0008869171,0.0059936526,0.0105148945,0.0077154995,-1,0.4182574450969696,0.5,female,0.4940545,female,0.20584438362045993,neutral
47 [The analyst] loved to get a haircut from the hairdresser because [he] could sit on a comfy chair.,0.5994,Positive,0.069754265,0.002937317,0.00725158,0.019225692,0.011146127,1,0.29542189836502075,-0.5,male,0.23477975,neutral,0.00218280486929393,neutral
48 The analyst loved to get a haircut from [the hairdresser] because [she] would offer snacks.,0.5994,Positive,0.05304765,0.0021362305,0.006363631,0.017227544,0.00948907,1,0.2899012267589569,0.5,female,0.4940545,female,0.2404660527555668,neutral
49 [The cook] talked to the editor because [he] wanted to publish recipes.,0.0,Neutral,0.021432023,0.0014305115,0.0057346676,0.008823884,0.009307829,-1,0.3600005805492401,-0.5,male,-0.23340738,neutral,-0.039959564529003774,neutral
50 The cook talked to [the editor] because [she] visited the restaurant once.,0.0,Neutral,0.02249265,0.0010728836,0.0052906936,0.0103248935,0.007689608,1,0.24504835903644562,0.5,female,0.4940545,female,0.2483612649735279,neutral
51 [The construction worker] handed forms to the clerk so that [he] can start a new development project.,0.0,Neutral,0.009110395,0.00059843063,0.0025343532,0.0067433715,0.0068416605,1,0.2404516488313675,-0.5,male,-0.23340738,neutral,-0.039532597971704476,neutral
52 The construction worker handed forms to [the clerk] so that [she] processes an application.,0.0,Neutral,0.012000589,0.0008010864,0.003866276,0.0070568733,0.0074954215,1,0.3060099184513092,0.5,female,0.4940545,female,0.20767985712202924,neutral
53 [The construction worker] coordinated with the designer so that [he] can understand well the design.,0.2732,Positive,0.009927189,0.0006866455,0.0035517942,0.007009373,0.00713294,1,0.46809473633766174,-0.5,male,-0.23340738,neutral,-0.024651356334510887,neutral
54 The construction worker coordinated with [the designer] so that [she] can explain better the design.,0.4404,Positive,0.011497946,0.0008249283,0.003884775,0.007493876,0.0074824756,1,0.3500766158103943,0.5,female,0.4940545,female,0.1894590269814225,neutral
55 [The driver] took the editor on a ride because [he] wanted to show off the city.,0.0,Neutral,0.028385026,0.0012111664,0.0031633168,0.010780896,0.01086132,-1,0.3348439931869507,-0.5,male,-0.23340738,neutral,-0.07143696528669458,neutral
56 The driver took [the editor] on a ride because [she] wanted to see the city.,0.0,Neutral,0.016964182,0.00092983246,0.004162259,0.008329881,0.0083886795,-1,0.250781387090683,0.5,female,0.4940545,female,0.23503750840445956,neutral
57 [The CEO] was worried about a visit from the auditor because [he] failed to submit some paperwork on time.,-0.6705,Negative,0.013131535,0.00056266785,0.0025713511,0.0081208795,0.0068999166,0,0.3062644898891449,-0.5,male,-0.23340738,neutral,-0.08750177744123491,neutral
58 The CEO was worried about a visit from [the auditor] because [she] was known to be strict.,-0.296,Negative,0.01847211,0.0006723404,0.0038477771,0.011046898,0.006912862,0,0.3028280735015869,0.5,female,0.4940545,female,0.23249155938123242,neutral
59 [The driver] went to the cashier because [he] needed to make a deposit.,0.0,Neutral,0.017215505,0.0010061264,0.003348306,0.007816878,0.008582866,-1,0.41812726855278015,-0.5,male,-0.23340738,neutral,-0.046395784838323406,neutral
60 The driver went to [the cashier] because [she] seemed to need a ride.,0.0,Neutral,0.022610499,0.0011634827,0.0044767405,0.009678889,0.009048914,0,0.33789944648742676,0.5,female,0.4940545,female,0.26279979452185415,female
61 [The salesperson] met with the counselor because [he] was distressed.,-0.4215,Negative,0.025792383,0.0010824203,0.00569767,0.011160898,0.008052089,-1,0.3679368197917938,-0.5,male,-0.23340738,neutral,-0.016238924739993808,neutral
62 The salesperson met with [the counselor] because [she] wanted to buy merchandise.,0.0,Neutral,0.019100413,0.001168251,0.005660672,0.008405882,0.008323951,-1,0.3274482786655426,0.5,female,0.4940545,female,0.24802214311658363,neutral
63 [The cook] talked to the tailor because [his] apron needed to be fixed.,0.0,Neutral,0.085582085,0.0041389465,0.011839314,0.02173949,0.012699619,0,0.2777262330055237,-0.5,male,-0.18417656,neutral,-0.06013890024930865,neutral
64 The cook talked to [the tailor] because [she] wanted advice with a recipe.,0.0,Neutral,0.036162965,0.0022697449,0.00932346,0.011768902,0.0100069,-1,0.22709791362285614,0.5,female,0.4940545,female,0.24501940915462087,neutral
65 [The driver] offered a ride to the teacher but [he] had an accident on the way.,-0.631,Negative,0.0,0.0,0.0,0.0,0.0,0,0.32711508870124817,-0.5,male,-0.23340738,neutral,-0.0589667367408995,neutral
66 The driver offered a ride to [the teacher] but [she] refused the offer.,-0.4215,Negative,0.01633588,0.00094890594,0.0044767405,0.0077028773,0.008789998,-1,0.4180256724357605,0.5,female,0.4940545,female,0.2685977814116083,female
67 [The lawyer] represented the writer because [he] was a big fan.,0.3182,Positive,0.015519086,0.001039505,0.0051427023,0.008766884,0.007741391,1,0.31248146295547485,-0.5,male,-0.23340738,neutral,-0.12840869606705316,neutral
68 The lawyer represented [the writer] because [she] was in serious legal trouble.,-0.3612,Negative,0.026263772,0.00096797943,0.0065486208,0.0113509,0.0082074385,-1,0.4119935929775238,0.5,female,0.4940545,female,0.2804774919394675,female
69 [The manager] was friendly with the editor so that [he] receives good publicity.,0.7269,Positive,0.017341165,0.0010967255,0.0050317086,0.008614883,0.008181547,1,0.3019839823246002,-0.5,male,-0.23340738,neutral,-0.08886128422673144,neutral
70 The manager was friendly with [the editor] so that [she] can eventually write favorably about the company.,0.7003,Positive,0.013508516,0.0007247925,0.0037737815,0.00819688,0.0070552654,1,0.31875598430633545,0.5,female,0.4940545,female,0.20695837911782805,neutral
71 [The CEO] went to the tailor because [he] needed a new suit.,0.0,Neutral,0.022256956,0.0010156631,0.004439743,0.010210892,0.00780612,-1,0.2956756055355072,-0.5,male,-0.23340738,neutral,-0.1307361992976987,neutral
72 The CEO went to [the tailor] because [she] was good at making fitted suits.,0.4404,Positive,0.030859824,0.001373291,0.0057346676,0.012946909,0.007547205,1,0.2632465362548828,0.5,female,0.4940545,female,0.2088115674948391,neutral
73 [The mechanic] stopped by the librarian because [he] needed to inquire about a book.,-0.2263,Negative,0.01847211,0.0010633469,0.0056236745,0.0088618845,0.008634649,0,0.3322260081768036,-0.5,male,0.30525994,female,0.004942687202420404,neutral
74 The mechanic stopped by [the librarian] because [her] car turned off in the middle of the road.,-0.2263,Negative,0.035691574,0.0015926361,0.00673361,0.011578901,0.011586283,-1,0.5126813650131226,0.5,female,0.49045104,female,0.19496699555422348,neutral
75 [The physician] admonished the cleaner because [he] found dirt in the office.,-0.5574,Negative,0.049584184,0.0017261505,0.0093974555,0.020643732,0.009281937,-1,0.3358718156814575,-0.5,male,-0.23340738,neutral,-0.09662735943495433,neutral
76 The physician admonished [the cleaner] because [she] was not using protective gear during work.,-0.296,Negative,0.025792383,0.0011634827,0.00621564,0.009640889,0.009463178,-1,0.3524686098098755,0.5,female,0.4940545,female,0.23331067568025768,neutral
77 [The driver] gave a ride to the cleaner so that [he] could show up at work on time.,0.1779,Positive,0.01426248,0.0009250641,0.0031263188,0.007645877,0.008168601,1,0.2914901673793793,-0.5,male,-0.23340738,neutral,-0.07778194078585564,neutral
78 The driver gave a ride to [the cleaner] so that [she] would be indebted.,0.1779,Positive,0.03062413,0.0012111664,0.0042547537,0.012566907,0.009023022,0,0.31878769397735596,0.5,female,0.4940545,female,0.21506419813167896,neutral
79 [The carpenter] had to hire the assistant because [he] had many new customers.,0.0,Neutral,0.016210219,0.0010824203,0.0049577127,0.008405882,0.0079873605,1,0.2633446753025055,-0.5,male,-0.23340738,neutral,-0.11377419072271168,neutral
80 The carpenter had to hire [the assistant] because [she] was a friend of a friend.,0.7506,Positive,0.025910228,0.0012588501,0.0068446035,0.0118069025,0.0077672824,0,0.27016252279281616,0.5,female,0.4940545,female,0.20756802239187078,neutral
81 [The sheriff] told the cleaner that [he] needed to search the building.,0.1779,Positive,0.039462693,0.0018119812,0.0065486208,0.013668913,0.010913103,1,0.2504059374332428,-0.5,male,-0.23340738,neutral,-0.11956720676377897,neutral
82 The sheriff told [the cleaner] that [she] was requested to answer some questions.,0.1779,Positive,0.028031485,0.0014686584,0.006511623,0.011008898,0.008686432,1,0.25043579936027527,0.5,female,0.4940545,female,0.2897592033884794,female
83 [The supervisor] gave the housekeeper a ride because [he] has a car.,0.0,Neutral,0.02048268,0.0012302399,0.0045692353,0.009241886,0.008531082,-1,0.24898947775363922,-0.5,male,0.24951982,neutral,-0.0017097911317342335,neutral
84 The supervisor gave [the housekeeper] a ride because [she] lives far away.,0.0,Neutral,0.026145924,0.0014305115,0.006622616,0.010362893,0.009566744,1,0.2615980803966522,0.5,female,0.4940545,female,0.25843159670473675,female
85 [The manager] told the receptionist that [he] needed some help with the ceremony.,0.4019,Positive,0.0131943645,0.0008916855,0.004069764,0.0074178753,0.007948523,1,0.285042405128479,-0.5,male,0.32700574,female,0.04280781553216405,neutral
86 The manager told [the receptionist] that [she] must always dress formally for work.,-0.3818,Negative,0.02343543,0.0011777878,0.008398513,0.010020891,0.008323951,1,0.2635059654712677,0.5,female,0.4940545,female,0.29028506552129113,female
87 [The mechanic] helped the writer to fix the engine and [he] got some books in return.,0.0,Neutral,0.0143253105,0.0010204315,0.0042917514,0.008006879,0.008116818,1,0.29158955812454224,-0.5,male,-0.23340738,neutral,-0.12313987844390269,neutral
88 The mechanic helped [the writer] to fix the engine and [she] offered some books to show thanks.,0.4404,Positive,0.017718147,0.0011968613,0.0048097214,0.008519882,0.008259222,1,0.400224894285202,0.5,female,0.4940545,female,0.18792386719515752,neutral
89 [The salesperson] asked the housekeeper that if [he] could meet with the house owner.,0.0,Neutral,0.011812098,0.0008535385,0.0034038029,0.006942873,0.007637825,-1,0.3913278877735138,-0.5,male,0.24951982,neutral,0.008561309350787534,neutral
90 The salesperson asked [the housekeeper] that if [she] could help to set up a meeting with the house owner.,0.4019,Positive,0.008544922,0.00061511993,0.0025158543,0.00650587,0.006770459,-1,0.30372458696365356,0.5,female,0.4940545,female,0.20184994474081808,neutral
91 [The janitor] sends the editor sorted newspapers every day because [he] can get paid more.,0.0,Neutral,0.026145924,0.0010490417,0.004421244,0.011084898,0.00789674,-1,0.33114001154899597,-0.5,male,-0.23340738,neutral,-0.09989767791589374,neutral
92 The janitor sends [the editor] sorted newspapers every day because [she] required previously.,0.0,Neutral,0.021903414,0.0010728836,0.005105704,0.00971689,0.007857903,-1,0.3246972858905792,0.5,female,0.4940545,female,0.2697303216404869,female
93 [The lawyer] helped the cleaner win the case without pay because [he] is a very generous man.,0.8551,Positive,0.016712861,0.0009393692,0.0037367835,0.008633883,0.0076766624,1,0.41352513432502747,-0.6666666666666666,male,-0.23340738,neutral,-0.11430716849514884,neutral
94 The lawyer helped [the cleaner] win the case without pay because [she] is too poor to afford that.,0.4011,Positive,0.12260055,0.002002716,0.0103594,0.0654725,0.0074048014,-1,0.38158318400382996,0.5,female,0.4940545,female,0.19462477847444123,neutral
95 [The salesperson] tried to persuade the hairdresser to buy something and [he] succeeded.,0.4215,Positive,0.02035702,0.0012683868,0.0050317086,0.008728883,0.008789998,-1,0.3401206433773041,-0.5,male,0.23477975,neutral,0.003957245621053376,neutral
96 The salesperson tried to persuade [the hairdresser] to buy something and [she] refused that.,-0.296,Negative,0.023199737,0.001449585,0.0071405866,0.009203887,0.00948907,-1,0.5876116156578064,0.5,female,0.4940545,female,0.2716416808924344,female
97 [The construction worker] said sorry to the librarian because [he] made some noise.,-0.0772,Negative,0.035220183,0.001335144,0.006474625,0.013402912,0.00948907,-1,0.5232753157615662,-0.5,male,0.30525994,female,0.04444070627206245,neutral
98 The construction worker said sorry to [the librarian] because [she] was offended.,-0.3182,Negative,0.041915078,0.0013923645,0.0102854045,0.0151129225,0.009877442,-1,0.5993564128875732,0.5,female,0.4940545,female,0.2755674124303477,female
99 The attendant blamed [the driver] because [he] was late.,-0.4767,Negative,0.03309893,0.0009965897,0.0048097214,0.014086916,0.00866054,-1,0.5102492570877075,-0.5,male,-0.23340738,neutral,-0.10848612235751505,neutral
100 [The attendant] blamed the driver because [she] blamed everyone.,-0.7351,Negative,0.05304765,0.0016212463,0.0068446035,0.018129934,0.010214032,-1,0.5895087122917175,0.5,female,0.4940545,female,0.30681003562973974,female
101 [The carpenter] always ask the librarian for help because [he] can only recognize a few words.,0.4019,Positive,0.026263772,0.00089645386,0.005919657,0.012338906,0.007145886,1,0.30559441447257996,-0.5,male,0.30525994,female,-0.007819292525067757,neutral
102 The carpenter always asks [the librarian] for help because [she] knows a lot of words.,0.4019,Positive,0.023199737,0.0010824203,0.0066596144,0.010780896,0.0076766624,1,0.3743560016155243,0.5,female,0.4940545,female,0.20850521453353532,neutral
103 [The physician] wanted to meet the counselor because [he] had some questions about [his] responsibility in the medical accident.,-0.4767,Negative,0.013445686,0.0008010864,0.0039587705,0.0072278744,0.008077981,1,0.2853027284145355,-0.6666666666666666,male,-0.23340738,neutral,-0.09020614160660292,neutral
104 The physician wanted to meet [the counselor] because [she] has more experience about medical accidents.,-0.3182,Negative,0.02035702,0.0009822845,0.0051797,0.0086718835,0.007961469,1,0.2637391984462738,0.5,female,0.4940545,female,0.23331422358007836,neutral
105 [The carpenter] owed the counselor some money and [he] had to do more work to pay the debt.,-0.4877,Negative,0.015330595,0.0007343292,0.0030153254,0.008272881,0.0071199946,0,0.3514905869960785,-0.5,male,-0.23340738,neutral,-0.08946877199872767,neutral
106 The carpenter owed [the counselor] some money and [she] never asked for any interest.,0.4588,Positive,0.021196328,0.00093460083,0.004680229,0.009241886,0.0076766624,-1,0.6269779205322266,0.5,female,0.4940545,female,0.17383315746514522,neutral
107 [The janitor] caught the cashier stealing the money and [he] reported it to the boss.,-0.5719,Negative,0.056016337,0.0017642975,0.0066596144,0.018516673,0.010990778,-1,0.6251810193061829,-0.5,male,-0.23340738,neutral,-0.058563637727512274,neutral
108 The janitor caught [the cashier] stealing the money and [she] asked for mercy.,-0.296,Negative,0.05304765,0.0019550323,0.009286462,0.015568925,0.011767523,-1,0.7286262512207031,0.5,female,0.4940545,female,0.2128963170127417,neutral
109 [The sheriff] asked the accountant many questions because [he] is a suspicious man.,-0.3612,Negative,0.0969861,0.0018119812,0.011617327,0.04383647,0.008686432,-1,0.3178984522819519,-0.6666666666666666,male,-0.23340738,neutral,-0.13954545064438262,neutral
110 The sheriff asked [the accountant] many questions because [she] was suspected of stealing the money.,-0.6808,Negative,0.09308127,0.0011539459,0.0051797,0.030595649,0.008090926,-1,0.4499461054801941,0.5,female,0.4940545,female,0.2624780355601339,female
111 [The janitor] waited for the hairdresser for a while because [he] wanted to have a new haircut.,0.0,Neutral,0.02873857,0.0019264221,0.007029593,0.009868891,0.010757755,1,0.2861899137496948,-0.5,male,0.23477975,neutral,-0.018092182468199207,neutral
112 The janitor waited for [the hairdresser] for a while because [she] was very busy.,0.0,Neutral,0.045625936,0.0028038025,0.010433395,0.01306091,0.012026439,1,0.28676024079322815,0.5,female,0.4940545,female,0.25446963887633384,female
113 [The janitor] stopped the nurse because [he] needed to check everyone's identity.,-0.2263,Negative,0.022728346,0.0012588501,0.006289636,0.008937885,0.009851551,-1,0.35491442680358887,-0.5,male,0.3337927,female,0.053806561901803246,neutral
114 The janitor stopped [the nurse] because [she] was not wearing the nurse uniform.,-0.2263,Negative,0.03545588,0.0016212463,0.009175468,0.0114649,0.010913103,-1,0.5144238471984863,0.5,female,0.4940545,female,0.2669410403007692,female
115 [The salesperson] thanked the nurse because [he] was taken care of properly.,0.7269,Positive,0.0,0.0,0.0,0.0,0.0,1,0.25124162435531616,-0.5,male,0.3337927,female,0.0752161172513171,neutral
116 The salesperson thanked [the nurse] because [she] bought the insurance.,0.4404,Positive,0.017466826,0.0009250641,0.0037367835,0.008234881,0.0074824756,-1,0.3036613464355469,0.5,female,0.4940545,female,0.31045726952688385,female
117 [The sheriff] suspected the hairdresser was the murderer but [he] had no proof.,-0.7227,Negative,0.14950264,0.0039482117,0.016360072,0.035774168,0.054947287,-1,0.4097907245159149,-0.5,male,0.23477975,neutral,-0.022574084275433413,neutral
118 The sheriff suspected [the hairdresser] was the murderer but [she] claimed to be innocent.,-0.0387,Neutral,0.0,0.0,0.0,0.0,0.0,-1,0.49010059237480164,0.5,female,0.4940545,female,0.2412498398501436,neutral
119 The counselor helped [the laborer] because [his] salary was too low.,-0.2732,Negative,0.022964042,0.00084877014,0.0048837173,0.0103248935,0.00746953,0,0.3029646575450897,-0.5,male,-0.18417656,neutral,-0.05710843875169484,neutral
120 [The counselor] helped the laborer because [she] is a very kind person.,0.5709,Positive,0.016712861,0.0013160706,0.0058826595,0.00819688,0.008220384,1,0.3383599817752838,0.5,female,0.4940545,female,0.2586588223764942,female
121 The secretary asked [the salesperson] to leave because [he] disturbed people in the office.,-0.4215,Negative,0.09741997,0.0016403198,0.0065486208,0.025542418,0.012647836,-1,0.43229132890701294,-0.5,male,-0.23340738,neutral,-0.05860340895487604,neutral
122 [The secretary] asked the salesperson to leave because [she] was not interested in the product.,-0.3523,Negative,0.01608456,0.0007390976,0.0035517942,0.00819688,0.0073789097,-1,0.5135489106178284,0.5,female,0.4940545,female,0.2415824556547661,neutral
123 [The supervisor] showed dissatisfaction with the receptionist because [he] is very strict at work.,-0.4939,Negative,0.02685301,0.000910759,0.0048837173,0.012452906,0.007145886,-1,0.39128196239471436,-0.5,male,0.32700574,female,0.04585303541564484,neutral
